p_DA,p_H,h_H,p_IM,E_RE,E_FC,lambda_DA_RE,lambda_IM,revenue
-4.3654303569183295,1.5,24.54459510515657,6.100724474565388,3.235294117647059,3.549505822724316,30.78,19.989561,36.67204785288472
-1.8027518782673755,3.514112509457881,60.85529034606336,0.2004040746918463,1.911764705882352,1.786677194524583,30.64,19.989561,70.48025261771555
10.0,6.517280639574517,106.92149958700547,-14.948653188594125,1.5686274509803921,1.389104769173922,30.43,19.989561,219.32598439276416
-5.996413971941635,10.0,154.4133708970593,-1.2584879888426794,2.745098039215686,2.4835384984696027,28.79,22.988798,107.25885738098833
9.536903039073806,10.0,154.4133708970593,-16.64474617632871,2.8921568627450975,1.3936286934038111,28.42,22.714437,201.78948776138685
3.518321441231608,10.0,154.4133708970593,-10.577144970643374,2.9411764705882346,2.441667559219845,28.75,22.988798,166.82263408269088
-9.619553662537578,1.5,24.54459510515657,10.570534054694441,2.450980392156862,3.766354237737267,34.16,22.488256,-41.80188702328394
-10.0,1.852687853467124,31.45945185360518,10.304174891630915,2.156862745098039,3.231680927271811,42.07,22.268766,-128.31983680798544
-6.4204441489244015,3.03770665295651,52.841214882714596,5.882737495967891,2.5,3.573559264241028,44.89,22.488256,-50.23880128966226
-5.75605016409602,3.930253809369173,67.65468936206649,4.08069831551116,2.254901960784313,0.9559179361344081,45.26,22.988798,-31.39910242862655
-10.0,1.5,24.54459510515657,11.392156862745097,2.8921568627450975,1.7659296595719989,45.57,23.988544,-133.32955363282417
-10.0,1.5,24.54459510515657,12.274509803921568,3.774509803921568,1.544207817105623,45.09,24.988289,-95.09181147596144
-10.0,1.5,24.54459510515657,12.07843137254902,3.5784313725490193,4.0216937300585585,45.16,24.988289,-100.69147598576524
-7.740679316121254,1.801115182340439,30.46724740585942,8.733681780839637,2.794117647058823,0.074412646836342,44.9,24.988289,-68.38224210846994
-2.891498216734295,4.502513526220628,76.746424096816,1.9674160630626858,3.5784313725490193,3.228968686317568,44.06,25.986696,77.2200799006458
10.0,3.0695044907297278,53.38464942329125,-9.393033902494434,3.676470588235294,9.493952953938487,44.84,25.986696,311.075382304766
10.0,1.5,24.54459510515657,-7.431372549019608,4.068627450980392,1.161458472247124,44.4,27.486984,288.8231718573719
10.0,1.5,24.54459510515657,-6.647058823529412,4.852941176470588,6.913149255808076,46.05,46.027115,203.64424932796015
-0.313882130193778,1.5,24.54459510515657,5.284470365487896,6.470588235294118,6.2861839483522814,46.72,25.986696,171.75054199660266
3.7659829589069282,1.5,24.54459510515657,3.5575464528577783,8.823529411764707,10.0,45.26,25.305477,309.56298886966476
-10.0,2.7249041716634856,47.4225677072631,16.049605632258082,8.774509803921568,8.894574040143935,39.32,20.243847,26.550896244297064
-10.0,10.0,154.4133708970593,7.990196078431374,7.990196078431373,7.8176569269329494,30.1,16.492458,139.60471502941277
-6.777866045980797,4.682596434436752,79.55248720234242,11.801151964485223,9.705882352941176,10.0,29.71,16.492458,152.36457730448538
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,9.101217743762307,24.99,14.99217,207.37862120588335
-2.6105766700928563,10.0,154.4133708970593,2.3654786308771687,9.754901960784313,9.17520794486024,18.93,14.996454,294.8823169051933
4.006141824806631,10.0,154.4133708970593,-4.447318295394867,9.558823529411764,10.0,9.98,9.977118,304.43661778897535
4.992421102163842,10.0,154.4133708970593,-5.678695611967763,9.313725490196079,9.273102453379071,1.53,1.529486,307.7796606436632
0.5411533703240625,10.0,154.4133708970593,-0.6882121938534755,9.852941176470587,10.0,0.14,0.140504,308.8058066998788
-10.0,10.0,154.4133708970593,10.0,10.0,9.913787359921487,0.85,0.849714,308.8238817941186
3.7493715982321043,10.0,154.4133708970593,-3.749371598232104,10.0,10.0,9.92,9.916902,308.8383573473299
7.654402383736773,10.0,154.4133708970593,-7.654402383736773,10.0,10.0,24.48,21.993549,327.8590382555633
-10.0,10.0,154.4133708970593,10.0,10.0,8.130317066071385,26.68,21.993549,261.9622317941186
-7.632359965837438,1.5,24.54459510515657,16.132359965837438,10.0,6.869250318221724,28.81,23.99272,216.26009519408376
10.0,10.0,154.4133708970593,-10.098039215686274,9.901960784313726,10.0,29.28,25.573055,343.38902953921666
-10.0,10.0,154.4133708970593,9.558823529411764,9.558823529411764,9.05156743845806,28.85,29.491108,302.22703885294214
-10.0,3.655123390305434,63.17870613905369,15.462523668518095,9.117647058823529,10.0,31.8,31.791359,299.93205326996315
-10.0,4.827583071583945,81.79406609733121,13.995946340180762,8.823529411764707,10.0,37.94,37.929375,315.0456294112561
7.011166685118278,4.4120893219284,75.32794849805735,-2.79580502665452,8.627450980392158,8.672713864737034,37.9,37.889229,310.4482174678332
5.581902881259802,2.823150073609502,49.1392340271821,-0.8560333470261674,7.549019607843137,8.308891308772449,38.11,38.099316,278.39050186428767
10.0,3.790537316627919,65.39086859425332,-7.17289025780439,6.617647058823529,10.0,37.91,25.993229,323.435158125528
10.0,2.823150073609502,49.1392340271821,-8.705503014785974,4.117647058823529,3.7180300115046947,38.44,38.429836,148.12741489863367
9.414663853402011,2.696014301019563,46.915059813964746,-10.493031095598045,1.617647058823529,2.7018666012772643,40.47,40.458443,50.309865296627834
1.555344544735254,1.5,24.54459510515657,-1.7318151329705482,1.3235294117647058,4.0058440289839865,41.35,41.338936,41.81129218941493
-8.45029716298677,8.905443930914998,139.99731827419325,2.0938728399149085,2.549019607843137,4.3171154663328695,33.37,33.360989,67.86188899931804
-10.0,10.0,154.4133708970593,5.147058823529411,5.147058823529411,2.358336955030773,28.89,28.882257,168.58541752941275
-10.0,1.5,24.54459510515657,17.127450980392158,8.627450980392158,8.493879473235504,27.7,27.692657,246.39381549462692
-10.0,10.0,154.4133708970593,9.068627450980394,9.068627450980392,10.0,25.7,25.69215,284.8192785588245
-10.0,10.0,154.4133708970593,9.656862745098039,9.65686274509804,9.66452975050386,22.04,25.993229,339.4397865490206
-6.993904912660387,10.0,154.4133708970593,6.846846089130974,9.852941176470587,9.482092549352291,21.73,25.198378,329.3786039037524
