p_DA,p_H,h_H,p_IM,E_RE,E_FC,lambda_DA_RE,lambda_IM
0.3979147203205793,10.0,154.4133708970593,-0.3979147203205784,10.0,10.0,24.48,21.993549
-4.107082209070634,10.0,154.4133708970593,4.107082209070633,10.0,8.130317066071385,26.68,21.993549
-3.0517412248280715,10.0,154.4133708970593,3.0517412248280706,10.0,6.869250318221724,28.81,23.99272
2.9301180144744152,10.0,154.4133708970593,-3.028157230160689,9.901960784313726,10.0,29.28,25.573055
-6.630453445408682,10.0,154.4133708970593,6.189276974820444,9.558823529411764,9.05156743845806,28.85,29.491108
-5.5528440703461035,10.0,154.4133708970593,4.670491129169633,9.117647058823529,10.0,31.8,31.791359
-5.036244654754462,10.0,154.4133708970593,3.8597740665191687,8.823529411764707,10.0,37.94,37.929375
-0.22499796052752563,10.0,154.4133708970593,-1.1475510590803157,8.627450980392158,8.672713864737034,37.9,37.889229
-1.1485565672274025,10.0,154.4133708970593,-1.3024238249294608,7.549019607843137,8.308891308772449,38.11,38.099316
-1.3866554777771076,10.0,154.4133708970593,-1.9956974633993632,6.617647058823529,10.0,37.91,25.993229
-1.768607456748958,10.0,154.4133708970593,-4.113745484427513,4.117647058823529,3.7180300115046947,38.44,38.429836
-2.1338044079143152,10.0,154.4133708970593,-6.248548533262156,1.617647058823529,2.7018666012772643,40.47,40.458443
-5.879245813370705,10.0,154.4133708970593,-2.7972247748645893,1.3235294117647058,4.0058440289839865,41.35,41.338936
-6.8902547396598965,10.0,154.4133708970593,-0.5607256524969664,2.549019607843137,4.3171154663328695,33.37,33.360989
-10.0,10.0,154.4133708970593,5.147058823529411,5.147058823529411,2.358336955030773,28.89,28.882257
-10.0,10.0,154.4133708970593,8.627450980392158,8.627450980392158,8.493879473235504,27.7,27.692657
-10.0,10.0,154.4133708970593,9.068627450980394,9.068627450980392,10.0,25.7,25.69215
-4.7534342806557,10.0,154.4133708970593,4.41029702575374,9.65686274509804,9.66452975050386,22.04,25.993229
-5.765829717761175,10.0,154.4133708970593,5.618770894231762,9.852941176470587,9.482092549352291,21.73,25.198378
-6.047668443451446,10.0,154.4133708970593,5.949629227765172,9.901960784313726,10.0,15.95,15.949204
-3.9574323535303235,10.0,154.4133708970593,3.85939313784405,9.901960784313726,9.62307554624168,16.23,16.228874
-6.013352306794834,10.0,154.4133708970593,5.866293483265421,9.852941176470587,8.918483638388125,6.45,28.998674
-7.265692168548637,10.0,154.4133708970593,7.167652952862362,9.901960784313726,9.623874627343788,3.83,30.999184
-6.66093582781994,10.0,154.4133708970593,6.562896612133667,9.901960784313726,9.629263633106529,0.12,30.999184
-7.9263373694048695,10.0,154.4133708970593,7.828298153718595,9.901960784313726,10.0,0.07,30.999184
-4.3037151310945,10.0,154.4133708970593,4.205675915408225,9.901960784313726,10.0,19.07,30.698103
-3.630428783844052,10.0,154.4133708970593,3.532389568157779,9.901960784313726,8.594447532620686,17.49,30.698103
-0.3129662811712768,10.0,154.4133708970593,0.2149270654850035,9.901960784313726,9.116779579210837,23.98,30.999184
-8.421938111578028,10.0,154.4133708970593,8.02978124883293,9.607843137254902,8.810275549015055,8.8,30.999184
-5.500927403068666,10.0,154.4133708970593,5.255829363852978,9.754901960784313,9.692932692856012,17.95,30.999184
-5.684238533154784,10.0,154.4133708970593,5.53717970962537,9.852941176470587,7.842699437590256,19.5,30.698103
-2.273979835657706,10.0,154.4133708970593,2.1759406199714313,9.901960784313726,9.783421777289712,13.74,29.99826
-5.571967604299014,10.0,154.4133708970593,5.473928388612741,9.901960784313726,8.327961584311701,17.42,29.99826
-7.076049029207601,10.0,154.4133708970593,6.978009813521325,9.901960784313726,10.0,20.38,29.99826
-8.539793523424239,10.0,154.4133708970593,8.441754307737966,9.901960784313726,2.988487778455224,25.08,31.498308
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,9.89887931383452,28.88,33.999279
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,10.0,32.02,33.999279
-8.185933014018953,1.5,24.54459510515657,16.53887419048954,9.852941176470587,10.0,35.35,35.348114
-7.147915032973032,10.0,154.4133708970593,6.069483660424012,8.92156862745098,7.355748828462481,29.98,32.998356
-3.447813971521837,10.0,154.4133708970593,1.585068873482621,8.137254901960784,9.002022652772135,34.46,34.458256
-7.200712044198034,10.0,154.4133708970593,4.700712044198035,7.5,7.503148790617756,30.09,30.999184
-6.569947858422992,10.0,154.4133708970593,1.0307321721484826,4.46078431372549,6.502033300452181,37.95,37.948109
-8.567848170036214,10.0,154.4133708970593,1.1168677778793512,2.549019607843137,3.156795190079464,33.1,34.206688
-10.0,10.0,154.4133708970593,3.480392156862745,3.480392156862745,2.452966556757275,32.28,34.206688
-6.104218130106182,10.0,154.4133708970593,0.27088479677284916,4.166666666666667,0.194682713853742,31.18,31.99877
-10.0,10.0,154.4133708970593,2.30392156862745,2.30392156862745,1.5451635536939041,30.1,30.098619
-5.256924064815706,10.0,154.4133708970593,-2.7332720136156663,2.009803921568627,1.52969007697852,29.96,29.959455
-7.275403552083517,10.0,154.4133708970593,0.5106976697305754,3.235294117647059,2.7520402763076577,29.88,29.879168
-7.101768628719012,10.0,154.4133708970593,0.8762784326405804,3.774509803921568,3.9167390887616382,30.38,30.37829
-7.7319853351105285,10.0,154.4133708970593,0.6731618056987632,2.9411764705882346,4.567040483687874,31.15,32.998356
-9.688645971731628,10.0,154.4133708970593,1.8945283246728035,2.205882352941176,2.863535365604035,32.09,32.499229
-10.0,10.0,154.4133708970593,0.6862745098039209,0.6862745098039209,0.39839982427312204,34.27,34.498402
-10.0,10.0,154.4133708970593,1.2745098039215677,1.274509803921568,0.0,37.53,37.527935
-9.220245705781554,10.0,154.4133708970593,0.8378927646050833,1.617647058823529,0.0,38.99,26.999504
-8.788565703979325,10.0,154.4133708970593,1.0434676647636376,2.254901960784313,0.0,38.15,26.999504
-5.364412494379294,10.0,154.4133708970593,-1.4983326036599216,3.1372549019607843,2.249810620360618,35.37,26.999504
-4.400982604195624,10.0,154.4133708970593,-0.05980170952986619,5.53921568627451,5.321811260467811,34.44,26.999504
-1.8992821047336177,10.0,154.4133708970593,-0.6007178952663814,7.5,9.781208178972106,36.1,26.999504
-2.584953214970321,10.0,154.4133708970593,-1.2875958046375224,6.127450980392157,4.399756591821554,40.59,26.999504
-7.152220032579292,10.0,154.4133708970593,4.603200424736155,7.450980392156863,4.252426492316605,31.53,27.99909
-8.85876925394334,10.0,154.4133708970593,7.241122195119811,8.382352941176471,8.633483505455693,31.1,27.99909
-8.262107109237528,10.0,154.4133708970593,7.085636521002236,8.823529411764707,7.12404617489425,30.42,27.99909
-6.29254156402821,10.0,154.4133708970593,5.1160709757929155,8.823529411764707,9.344318681471828,29.87,26.28628
-7.124763460944532,10.0,154.4133708970593,5.458096794277866,8.333333333333334,9.946220970608383,29.61,26.256842
-5.928267367236331,10.0,154.4133708970593,2.545914426059859,6.617647058823529,6.163960520125617,29.46,29.458992
-5.8808540273694865,10.0,154.4133708970593,2.792618733251839,6.911764705882353,6.4919743935569105,26.68,26.678352
-5.476092109167563,10.0,154.4133708970593,1.3094254425008973,5.833333333333334,6.0517757843779885,26.42,26.418402
-4.841879873720197,10.0,154.4133708970593,1.5085465403868632,6.666666666666666,6.12105368156551,26.5,26.498688
-2.303137723304861,10.0,154.4133708970593,-0.39294070806768744,7.303921568627451,6.266798440135906,29.08,24.998661
-4.487050435534097,10.0,154.4133708970593,1.9870504355340977,7.5,6.887227066459516,27.72,23.99909
0.16137890451776116,10.0,154.4133708970593,-2.465300473145212,7.696078431372549,6.955537833448283,27.03,23.99909
-2.183839792666027,10.0,154.4133708970593,-1.247532756353582,6.568627450980392,7.6071383952353475,27.62,25.198042
-1.6744672647416445,10.0,154.4133708970593,-1.168669990160316,7.1568627450980395,6.850055443185981,33.18,25.998234
-4.217496323703208,10.0,154.4133708970593,2.0116139707620313,7.794117647058823,9.441186926631872,34.21,26.498688
-2.9004981896134243,10.0,154.4133708970593,-0.8740116143081451,6.2254901960784315,10.0,35.75,26.498688
-3.6409434574131128,10.0,154.4133708970593,-0.5747428170966913,5.784313725490197,5.989835453310523,32.52,27.198523
-8.079196602599607,10.0,154.4133708970593,4.353706406521177,6.2745098039215685,4.28268230524263,32.01,26.791737
-7.728773573717548,10.0,154.4133708970593,4.199361809011666,6.470588235294118,4.260149454743075,31.23,26.791737
-7.593149069645684,10.0,154.4133708970593,3.6715804421947027,6.078431372549019,4.255719745582633,31.19,26.999144
-6.176412386023674,10.0,154.4133708970593,0.09798101347465504,3.92156862745098,3.490875993856066,31.08,26.999144
-6.66902543324691,10.0,154.4133708970593,0.3454960214822034,3.676470588235294,3.301051145258656,31.21,27.49826
-5.278152158353923,10.0,154.4133708970593,-1.682632155371568,3.0392156862745088,1.108381670144319,31.3,27.49826
0.7086367413027812,10.0,154.4133708970593,-7.914519094243959,2.794117647058823,7.003073460806859,33.58,27.49826
-4.068066571767407,10.0,154.4133708970593,-2.7456589184286724,3.186274509803921,2.577168753845389,34.05,34.048332
-8.143249743736394,10.0,154.4133708970593,2.898151704520707,4.754901960784313,4.545749308840426,31.31,31.307873
-8.05580916404636,10.0,154.4133708970593,2.4675738699287137,4.411764705882353,4.819706915472006,30.95,26.999144
-9.50124464936091,10.0,154.4133708970593,4.2071270023020855,4.705882352941176,1.894141248486184,30.58,25.998234
-9.834363576797092,10.0,154.4133708970593,4.393187106208856,4.5588235294117645,3.638930768513486,30.28,25.998234
-4.611708321252138,10.0,154.4133708970593,-0.5353505022772751,4.852941176470588,5.3827122260226625,29.46,26.798426
-6.695448670770247,10.0,154.4133708970593,2.283683964887894,5.588235294117647,5.803159163311808,29.07,25.998234
-6.636208727940902,10.0,154.4133708970593,1.391110688725215,4.754901960784313,6.555449996974758,28.28,28.280098
-5.487588108902035,10.0,154.4133708970593,1.3699410500785056,5.882352941176471,7.3725076932987825,28.34,23.900389
-5.950376719963942,10.0,154.4133708970593,1.636651229767864,5.686274509803921,3.863716219064202,28.47,23.900389
-6.255631514880119,10.0,154.4133708970593,-0.1659371125708624,3.5784313725490193,5.258987922743868,28.11,23.900389
-3.424116906673884,10.0,154.4133708970593,-4.468039956071214,2.107843137254902,0.5726953040848091,28.7,24.362045
-4.473624766086597,10.0,154.4133708970593,-3.712649743717325,1.8137254901960782,1.327100897351587,28.8,24.362045
-9.65312350223278,10.0,154.4133708970593,1.515868600271995,1.8627450980392148,0.446115524479801,30.62,25.500795
-8.58647494545641,10.0,154.4133708970593,0.8903965140838608,2.30392156862745,2.6746156546635556,37.6,25.664049
-2.790234976061609,10.0,154.4133708970593,-3.337216004330548,3.872549019607843,7.1364408236090675,46.99,26.001257
2.2132970339388978,10.0,154.4133708970593,-4.223100955507525,7.990196078431373,10.0,47.07,26.500381
-7.170868393705944,4.888866757601292,82.73697724783347,10.321217322379162,8.03921568627451,7.879202103685495,47.06,26.500381
-5.252642088988513,10.0,154.4133708970593,3.4879362066355704,8.235294117647058,9.683732477822602,46.98,26.500381
-5.828098515324808,10.0,154.4133708970593,3.671235770226769,7.8431372549019605,7.860171669247013,42.03,27.300585
-1.9819648556963325,10.0,154.4133708970593,-3.5082312227350396,4.509803921568627,7.483808538532815,42.37,48.914104
-5.013124287512663,10.0,154.4133708970593,-1.0653070850363573,3.92156862745098,4.819237056790789,33.05,28.100788
-4.25691253545103,10.0,154.4133708970593,-1.576420797882303,4.166666666666667,4.386596834747013,33.05,26.001257
-0.2191665251903343,10.0,154.4133708970593,-4.486715827750842,5.294117647058823,5.762839936620257,37.0,25.500795
-1.656978198570302,10.0,154.4133708970593,-1.9214531739787173,6.421568627450981,5.4376630754425515,33.04,25.000334
-7.371316656413962,10.0,154.4133708970593,3.449748028962981,6.078431372549019,5.525933164753736,30.18,25.000334
-5.863437420916243,10.0,154.4133708970593,4.735986440524085,8.872549019607842,8.357292997483906,29.46,25.000334
-9.052357004818216,10.0,154.4133708970593,8.905298181288803,9.852941176470587,10.0,28.63,24.00075
-8.390781866957036,10.0,154.4133708970593,8.243723043427622,9.852941176470587,10.0,27.98,22.00024
-10.0,10.0,154.4133708970593,9.852941176470587,9.852941176470587,5.425973332920632,26.93,20.500195
-4.708779918426953,10.0,154.4133708970593,4.610740702740678,9.901960784313726,8.47160885413297,24.21,17.000977
-4.377243208886073,10.0,154.4133708970593,4.279203993199799,9.901960784313726,9.777526610637947,18.95,18.949299
-4.801632837225301,10.0,154.4133708970593,4.703593621539028,9.901960784313726,10.0,4.96,4.960458
-1.3991864733949404,10.0,154.4133708970593,1.3011472577086671,9.901960784313726,10.0,0.1,0.0
-4.787814532988909,10.0,154.4133708970593,4.689775317302635,9.901960784313726,7.4954185438609535,0.11,0.0
-7.0560217954770525,10.0,154.4133708970593,6.908962971947638,9.852941176470587,10.0,1.75,0.0
-0.6544361450233485,10.0,154.4133708970593,0.3112988901213889,9.65686274509804,10.0,20.74,19.000147
-2.292036322276598,10.0,154.4133708970593,1.9979186752177736,9.705882352941176,8.388860003837387,25.57,19.999733
-3.9509427946753775,10.0,154.4133708970593,3.607805539773418,9.65686274509804,9.427557521644287,26.99,24.399513
-2.3518373443130054,10.0,154.4133708970593,1.8616412658816337,9.509803921568627,10.0,27.34,25.499458
0.6401547247138955,10.0,154.4133708970593,-1.375448842360953,9.264705882352942,10.0,27.92,25.000334
-6.779682815337736,10.0,154.4133708970593,6.3875259525926396,9.607843137254902,8.269912926769829,28.03,25.000334
-5.385639792133622,10.0,154.4133708970593,4.993482929388524,9.607843137254902,10.0,28.02,24.269714
-5.237058841500963,10.0,154.4133708970593,4.158627468951945,8.92156862745098,8.782425655896683,28.0,24.20013
-4.879841939164727,10.0,154.4133708970593,2.919057625439237,8.03921568627451,4.788551554705151,27.98,23.399927
-5.7598302934582515,10.0,154.4133708970593,2.818653822870017,7.058823529411765,5.886520054576465,28.06,24.382116
-4.016308038508003,10.0,154.4133708970593,1.124151175762906,7.1078431372549025,8.055263497190895,28.44,24.699255
-5.106128512292369,10.0,154.4133708970593,4.321814786802175,9.215686274509805,10.0,28.88,25.700178
0.18707145881257858,10.0,154.4133708970593,-1.6086400862635593,8.57843137254902,7.920369724518915,39.07,39.069462
-4.412613097617499,10.0,154.4133708970593,2.304769960362597,7.8921568627450975,10.0,46.71,24.382116
-7.047016634776433,10.0,154.4133708970593,3.2725068308548657,6.2254901960784315,5.0917239294041,36.12,24.382116
-7.746962507895405,10.0,154.4133708970593,3.825393880444423,6.078431372549019,5.598513141585787,29.03,24.382116
-10.0,10.0,154.4133708970593,4.362745098039216,4.362745098039216,3.183248922049508,29.75,24.399513
-7.68257966059072,10.0,154.4133708970593,1.0649326017671914,3.382352941176471,4.6110400326455645,29.88,29.879168
-7.8683163557465345,10.0,154.4133708970593,0.5643947871190829,2.6960784313725488,3.6243564887415554,27.93,27.929506
-10.0,10.0,154.4133708970593,2.1078431372549016,2.107843137254902,2.856210776780541,25.21,28.403206
-10.0,10.0,154.4133708970593,1.568627450980392,1.5686274509803921,3.920212221353972,25.34,28.403206
-10.0,10.0,154.4133708970593,1.2745098039215677,1.274509803921568,0.0,27.74,27.740831
-8.899730152224024,10.0,154.4133708970593,-0.5120345536583297,0.588235294117647,5.097463839698106,32.11,32.111172
-6.516799755652601,10.0,154.4133708970593,-3.336141420817988,0.147058823529411,0.0,29.0,29.001352
-9.193173596265499,10.0,154.4133708970593,-0.5127087566756785,0.294117647058823,1.3784804804286168,28.1,28.100788
-8.050842940801443,10.0,154.4133708970593,-1.6550394121397343,0.294117647058823,1.3782046769584,36.17,36.171066
-9.969003458841156,10.0,154.4133708970593,0.8513564000176252,0.8823529411764699,0.0,46.5,46.501453
-8.505991390168456,10.0,154.4133708970593,-0.0724399823805637,1.42156862745098,1.126223548846402,47.85,72.029007
-7.678118204317851,10.0,154.4133708970593,0.7663534984354978,3.088235294117647,2.397907932306657,45.68,45.681175
-9.109853272096059,10.0,154.4133708970593,3.619657193664686,4.509803921568627,0.0,43.61,43.611084
-7.320470152747635,10.0,154.4133708970593,2.3694897605907723,5.049019607843137,5.413170674304463,40.0,25.000334
-4.763579719431662,10.0,154.4133708970593,3.194952268451271,8.431372549019608,9.618530147528812,36.17,24.00075
-1.5270736122815411,10.0,154.4133708970593,1.1349167495364423,9.607843137254902,10.0,32.64,23.900389
-2.9695831474540295,10.0,154.4133708970593,2.528406676865794,9.558823529411764,8.512563564056935,31.43,23.900389
-0.012788864372890174,10.0,154.4133708970593,-0.42838760621534533,9.558823529411764,8.888138457526649,31.1,31.100882
1.1955981693294557,10.0,154.4133708970593,-1.6367746399176912,9.558823529411764,8.760766996286243,32.59,32.590225
-0.09306910204858898,10.0,154.4133708970593,-0.2010485450102344,9.705882352941176,8.410152137753933,42.85,42.851025
-7.595333032168133,10.0,154.4133708970593,7.448274208638722,9.852941176470587,8.873553868180004,40.72,40.720718
-10.0,10.0,154.4133708970593,9.803921568627452,9.803921568627452,9.621729720695752,28.33,24.40085
-10.0,10.0,154.4133708970593,9.509803921568626,9.509803921568627,8.824387247199668,27.64,23.500288
-10.0,10.0,154.4133708970593,9.754901960784313,9.754901960784313,8.42737277703199,27.55,23.500288
-10.0,10.0,154.4133708970593,9.705882352941174,9.705882352941176,7.268123537699331,26.9,23.500288
-6.084662701575605,10.0,154.4133708970593,4.663094074124626,8.57843137254902,9.702245653971731,26.41,23.001163
-7.989922067996827,10.0,154.4133708970593,2.5977652052517293,4.607843137254902,2.798332787889748,26.07,22.999826
-7.879501540153264,10.0,154.4133708970593,0.0853838930944395,2.205882352941176,3.2034264848118186,26.01,22.999826
-7.792358715803156,10.0,154.4133708970593,2.2531430295286476,4.46078431372549,3.073126899334288,25.81,22.999826
-8.70460307689217,10.0,154.4133708970593,3.4104854298333453,4.705882352941176,4.30544188496166,25.89,22.999826
-2.909162819845558,10.0,154.4133708970593,-1.6496607095662075,5.441176470588235,5.299129916074445,26.2,26.199301
-6.3399727559271195,10.0,154.4133708970593,0.5066394225937856,4.166666666666667,4.54932034055156,26.95,23.498949
-3.6990892920856204,10.0,154.4133708970593,2.1794814489483656,8.480392156862745,10.0,28.95,23.498949
-9.555266206359727,10.0,154.4133708970593,1.5160505200852175,1.96078431372549,2.139318038178697,43.29,43.288593
-8.935340894450082,10.0,154.4133708970593,-1.064659105549918,0.0,0.0,47.4,47.399338
-10.0,10.0,154.4133708970593,0.7843137254901968,0.7843137254901961,0.0,40.63,93.669296
-8.518835315049586,10.0,154.4133708970593,0.332560805245663,1.8137254901960782,0.6691062193620451,36.26,107.050621
-5.81403434200887,10.0,154.4133708970593,1.990504930244164,6.176470588235294,6.731908860068519,32.05,291.712952
-4.818037641527342,10.0,154.4133708970593,3.5925474454489095,8.774509803921568,8.877574353895877,28.64,291.712952
-0.9737488716527927,10.0,154.4133708970593,0.18943514616259804,9.215686274509805,9.257801312051834,28.45,80.060486
-5.050317580071274,10.0,154.4133708970593,1.373846991835979,6.323529411764706,5.785985533068475,28.23,28.229248
-6.360732258774774,10.0,154.4133708970593,1.0175950038728132,4.656862745098039,4.244639879503265,28.85,28.848804
1.1649065140495605,10.0,154.4133708970593,-6.557063376794659,4.607843137254902,8.784457028798853,35.55,35.548836
-2.1509088745965403,10.0,154.4133708970593,0.28816377655732417,8.137254901960784,8.269747138252384,43.92,43.918854
-9.697158392602292,10.0,154.4133708970593,8.765785843582684,9.068627450980392,8.384434713771947,45.61,45.608917
-10.0,10.0,154.4133708970593,7.2058823529411775,7.205882352941177,6.3504162277415945,30.01,33.999279
-10.0,10.0,154.4133708970593,6.078431372549019,6.078431372549019,6.862069197450424,27.6,33.999279
-3.1721229672706897,10.0,154.4133708970593,-0.6023868366508793,6.2254901960784315,5.5338904001564515,35.58,35.579613
-9.579062980265213,10.0,154.4133708970593,7.618278666539723,8.03921568627451,7.201201706834315,36.34,36.339672
-7.681580071361577,10.0,154.4133708970593,5.034521247832167,7.352941176470589,5.859475357512707,26.07,28.698933
-5.915215227123858,10.0,154.4133708970593,1.8956073839866043,5.980392156862745,5.509453182446984,35.01,35.009567
-4.8670993769476,10.0,154.4133708970593,0.30827584753583537,5.441176470588235,4.945203954666096,34.0,33.999279
-7.971592389804597,10.0,154.4133708970593,3.5108080760791065,5.53921568627451,3.880657176716658,26.15,29.404129
-8.116532470892457,10.0,154.4133708970593,3.214571686578731,5.098039215686274,5.527515824360299,25.75,27.099865
-3.840813986025146,10.0,154.4133708970593,-2.825852680641521,3.333333333333333,3.7137177806503354,25.41,26.999504
-4.039700356043722,10.0,154.4133708970593,-3.117162389054318,2.84313725490196,3.2286905212088177,25.32,22.00024
-10.0,10.0,154.4133708970593,2.0098039215686274,2.009803921568627,0.0,25.46,22.00024
-10.0,10.0,154.4133708970593,0.9313725490196063,0.931372549019607,0.956353321544902,25.41,22.00024
-9.893098609399344,10.0,154.4133708970593,2.0989809623405193,2.205882352941176,2.718775278179723,25.67,24.399513
-7.856144456500494,10.0,154.4133708970593,1.5816346525789253,3.725490196078431,2.343550011337797,25.93,22.00024
-8.455412014887052,10.0,154.4133708970593,3.847568877632149,5.3921568627450975,3.992968886709507,25.85,27.99909
-5.5870861603826505,10.0,154.4133708970593,3.62630184665716,8.03921568627451,8.195687198101329,25.54,27.99909
-4.744580190447953,10.0,154.4133708970593,3.76418803358521,9.019607843137257,8.709690726181778,25.19,26.999504
-1.7558838761212887,10.0,154.4133708970593,1.2166681898467786,9.46078431372549,9.333768586118888,25.01,25.009701
-4.980217639228859,10.0,154.4133708970593,4.6370803843269,9.65686274509804,8.538337586701726,24.87,24.869198
-5.77851779497211,10.0,154.4133708970593,5.582439363599562,9.803921568627452,9.943681907720116,25.17,22.499365
-0.5111267603194447,10.0,154.4133708970593,0.3640679367900326,9.852941176470587,10.0,25.55,25.550306
-10.0,10.0,154.4133708970593,9.852941176470587,9.852941176470587,8.889063219425585,25.65,25.649328
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,7.66222829964269,25.42,22.813826
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,9.800803206001389,24.78,22.999826
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,8.234343600958452,24.11,19.000147
-6.8909670155630725,10.0,154.4133708970593,6.743908192033658,9.852941176470587,10.0,23.16,19.000147
-10.0,10.0,154.4133708970593,9.901960784313726,9.901960784313726,8.626891421701298,21.33,19.000147
-4.965906500682318,10.0,154.4133708970593,4.818847677152906,9.852941176470587,8.374241791833608,19.31,17.999224
-5.51074044508927,10.0,154.4133708970593,5.363681621559856,9.852941176470587,8.350749895298836,20.11,16.099075
-6.0923973070396755,10.0,154.4133708970593,5.896318875667127,9.803921568627452,8.796881503530416,19.37,14.99913
-2.6310965042072088,10.0,154.4133708970593,2.4840376806777957,9.852941176470587,9.939500925385468,18.36,14.99913
-4.741778053654795,10.0,154.4133708970593,4.594719230125381,9.852941176470587,10.0,18.34,14.99913
-2.712930872790346,10.0,154.4133708970593,2.565872049260932,9.852941176470587,8.493939196767286,18.16,10.120298
-1.23906767503206,10.0,154.4133708970593,1.0920088515026478,9.852941176470587,10.0,18.66,9.499405
-4.056571034947005,10.0,154.4133708970593,3.909512211417592,9.852941176470587,8.21666804171602,17.39,0.0
-4.075519724179058,10.0,154.4133708970593,3.928460900649645,9.852941176470587,10.0,18.22,2.499632
-2.3251738047963406,10.0,154.4133708970593,2.1290953734237927,9.803921568627452,10.0,22.1,10.999452
0.7277648008614683,10.0,154.4133708970593,-0.9238432322340167,9.803921568627452,9.763626293163597,23.93,16.192745
-7.0701839673611335,10.0,154.4133708970593,6.825085928145448,9.754901960784313,10.0,24.23,16.192745
-6.7664394216156225,10.0,154.4133708970593,6.4723217745567965,9.705882352941176,9.62404352491897,24.84,19.999733
-6.332239075802688,10.0,154.4133708970593,5.891062605214453,9.558823529411764,10.0,24.45,19.999733
-5.348490356749723,10.0,154.4133708970593,4.662215846945802,9.313725490196079,10.0,24.41,20.699575
-10.0,10.0,154.4133708970593,9.117647058823529,9.117647058823529,2.59719462776212,24.94,20.699575
-3.8508129189793223,10.0,154.4133708970593,3.1645384091754014,9.313725490196079,9.925261977356538,25.27,29.999599
-7.784576277743655,10.0,154.4133708970593,7.392419414998557,9.607843137254902,10.0,25.69,29.999599
-10.0,10.0,154.4133708970593,9.705882352941174,9.705882352941176,10.0,26.5,31.799387
-10.0,10.0,154.4133708970593,9.754901960784313,9.754901960784313,9.075445777795451,26.68,31.799387
