p_DA,p_H,p_IM,h_H,E_RE,z_on,z_sb,z_off,z_su,lambda_DA_RE,lambda_IM
10.0,10.0,-10.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,24.48,21.993549
10.0,10.0,-10.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,26.68,21.993549
10.0,10.0,-10.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,28.81,23.99272
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,29.28,25.573055
-9.999999999999995,10.0,9.55882352941176,154.41337089705934,9.558823529411764,1.0,0.0,0.0,0.0,28.85,29.491108
10.0,10.0,-10.882352941176471,154.41337089705934,9.117647058823529,1.0,0.0,0.0,0.0,31.8,31.791359
10.0,10.0,-11.176470588235293,154.41337089705934,8.823529411764707,1.0,0.0,0.0,0.0,37.94,37.929375
10.0,10.0,-11.372549019607842,154.41337089705934,8.627450980392158,1.0,0.0,0.0,0.0,37.9,37.889229
10.0,10.0,-12.450980392156863,154.41337089705934,7.549019607843137,1.0,0.0,0.0,0.0,38.11,38.099316
10.0,10.0,-13.382352941176471,154.41337089705934,6.617647058823529,1.0,0.0,0.0,0.0,37.91,25.993229
10.0,10.0,-15.882352941176471,154.41337089705934,4.117647058823529,1.0,0.0,0.0,0.0,38.44,38.429836
10.0,10.0,-18.38235294117647,154.41337089705934,1.617647058823529,1.0,0.0,0.0,0.0,40.47,40.458443
10.0,10.0,-18.676470588235293,154.41337089705934,1.3235294117647058,1.0,0.0,0.0,0.0,41.35,41.338936
10.0,10.0,-17.450980392156865,154.41337089705934,2.549019607843137,1.0,0.0,0.0,0.0,33.37,33.360989
10.0,10.0,-14.852941176470589,154.41337089705934,5.147058823529411,1.0,0.0,0.0,0.0,28.89,28.882257
10.0,10.0,-11.372549019607842,154.41337089705934,8.627450980392158,1.0,0.0,0.0,0.0,27.7,27.692657
10.0,10.0,-10.931372549019608,154.41337089705934,9.068627450980392,1.0,0.0,0.0,0.0,25.7,25.69215
-9.999999999999995,10.0,9.656862745098035,154.41337089705934,9.65686274509804,1.0,0.0,0.0,0.0,22.04,25.993229
-9.999999999999995,10.0,9.852941176470582,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,21.73,25.198378
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,15.95,15.949204
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,16.23,16.228874
-9.999999999999995,10.0,9.852941176470582,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,6.45,28.998674
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,3.83,30.999184
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,0.12,30.999184
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,0.07,30.999184
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,19.07,30.698103
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,17.49,30.698103
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,23.98,30.999184
-9.999999999999995,10.0,9.607843137254896,154.41337089705934,9.607843137254902,1.0,0.0,0.0,0.0,8.8,30.999184
-9.999999999999995,10.0,9.754901960784307,154.41337089705934,9.754901960784313,1.0,0.0,0.0,0.0,17.95,30.999184
-9.999999999999995,10.0,9.852941176470582,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,19.5,30.698103
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,13.74,29.99826
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,17.42,29.99826
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,20.38,29.99826
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,25.08,31.498308
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,28.88,33.999279
-9.999999999999995,10.0,9.90196078431372,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,32.02,33.999279
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,35.35,35.348114
-9.999999999999995,10.0,8.921568627450975,154.41337089705934,8.92156862745098,1.0,0.0,0.0,0.0,29.98,32.998356
10.0,10.0,-11.862745098039216,154.41337089705934,8.137254901960784,1.0,0.0,0.0,0.0,34.46,34.458256
-10.0,10.0,7.5,154.41337089705934,7.5,1.0,0.0,0.0,0.0,30.09,30.999184
10.0,10.0,-15.53921568627451,154.41337089705934,4.46078431372549,1.0,0.0,0.0,0.0,37.95,37.948109
-9.999999999999995,10.0,2.5490196078431318,154.41337089705934,2.549019607843137,1.0,0.0,0.0,0.0,33.1,34.206688
-9.999999999999995,10.0,3.48039215686274,154.41337089705934,3.480392156862745,1.0,0.0,0.0,0.0,32.28,34.206688
-10.0,10.0,4.166666666666667,154.41337089705934,4.166666666666667,1.0,0.0,0.0,0.0,31.18,31.99877
10.0,10.0,-17.69607843137255,154.41337089705934,2.30392156862745,1.0,0.0,0.0,0.0,30.1,30.098619
10.0,10.0,-17.990196078431374,154.41337089705934,2.009803921568627,1.0,0.0,0.0,0.0,29.96,29.959455
10.0,10.0,-16.764705882352942,154.41337089705934,3.235294117647059,1.0,0.0,0.0,0.0,29.88,29.879168
10.0,10.0,-16.225490196078432,154.41337089705934,3.774509803921568,1.0,0.0,0.0,0.0,30.38,30.37829
-9.999999999999995,10.0,2.9411764705882293,154.41337089705934,2.9411764705882346,1.0,0.0,0.0,0.0,31.15,32.998356
-9.999999999999995,10.0,2.2058823529411704,154.41337089705934,2.205882352941176,1.0,0.0,0.0,0.0,32.09,32.499229
-9.999999999999995,10.0,0.6862745098039156,154.41337089705934,0.6862745098039209,1.0,0.0,0.0,0.0,34.27,34.498402
10.0,10.0,-18.725490196078432,154.41337089705934,1.274509803921568,1.0,0.0,0.0,0.0,37.53,37.527935
10.0,10.0,-18.38235294117647,154.41337089705934,1.617647058823529,1.0,0.0,0.0,0.0,38.99,26.999504
10.0,10.0,-17.745098039215687,154.41337089705934,2.254901960784313,1.0,0.0,0.0,0.0,38.15,26.999504
10.0,10.0,-16.862745098039216,154.41337089705934,3.1372549019607843,1.0,0.0,0.0,0.0,35.37,26.999504
10.0,10.0,-14.46078431372549,154.41337089705934,5.53921568627451,1.0,0.0,0.0,0.0,34.44,26.999504
10.0,10.0,-12.5,154.41337089705934,7.5,1.0,0.0,0.0,0.0,36.1,26.999504
10.0,10.0,-13.872549019607842,154.41337089705934,6.127450980392157,1.0,0.0,0.0,0.0,40.59,26.999504
10.0,10.0,-12.549019607843137,154.41337089705934,7.450980392156863,1.0,0.0,0.0,0.0,31.53,27.99909
10.0,10.0,-11.617647058823529,154.41337089705934,8.382352941176471,1.0,0.0,0.0,0.0,31.1,27.99909
10.0,10.0,-11.176470588235293,154.41337089705934,8.823529411764707,1.0,0.0,0.0,0.0,30.42,27.99909
10.0,10.0,-11.176470588235293,154.41337089705934,8.823529411764707,1.0,0.0,0.0,0.0,29.87,26.28628
10.0,10.0,-11.666666666666666,154.41337089705934,8.333333333333334,1.0,0.0,0.0,0.0,29.61,26.256842
10.0,10.0,-13.382352941176471,154.41337089705934,6.617647058823529,1.0,0.0,0.0,0.0,29.46,29.458992
10.0,10.0,-13.088235294117647,154.41337089705934,6.911764705882353,1.0,0.0,0.0,0.0,26.68,26.678352
10.0,10.0,-14.166666666666666,154.41337089705934,5.833333333333334,1.0,0.0,0.0,0.0,26.42,26.418402
10.0,10.0,-13.333333333333334,154.41337089705934,6.666666666666666,1.0,0.0,0.0,0.0,26.5,26.498688
10.0,10.0,-12.696078431372548,154.41337089705934,7.303921568627451,1.0,0.0,0.0,0.0,29.08,24.998661
10.0,10.0,-12.5,154.41337089705934,7.5,1.0,0.0,0.0,0.0,27.72,23.99909
10.0,10.0,-12.303921568627452,154.41337089705934,7.696078431372549,1.0,0.0,0.0,0.0,27.03,23.99909
10.0,10.0,-13.431372549019608,154.41337089705934,6.568627450980392,1.0,0.0,0.0,0.0,27.62,25.198042
10.0,10.0,-12.843137254901961,154.41337089705934,7.1568627450980395,1.0,0.0,0.0,0.0,33.18,25.998234
10.0,10.0,-12.205882352941178,154.41337089705934,7.794117647058823,1.0,0.0,0.0,0.0,34.21,26.498688
10.0,10.0,-13.774509803921568,154.41337089705934,6.2254901960784315,1.0,0.0,0.0,0.0,35.75,26.498688
10.0,10.0,-14.215686274509803,154.41337089705934,5.784313725490197,1.0,0.0,0.0,0.0,32.52,27.198523
10.0,10.0,-13.725490196078432,154.41337089705934,6.2745098039215685,1.0,0.0,0.0,0.0,32.01,26.791737
10.0,10.0,-13.529411764705882,154.41337089705934,6.470588235294118,1.0,0.0,0.0,0.0,31.23,26.791737
10.0,10.0,-13.92156862745098,154.41337089705934,6.078431372549019,1.0,0.0,0.0,0.0,31.19,26.999144
10.0,10.0,-16.07843137254902,154.41337089705934,3.92156862745098,1.0,0.0,0.0,0.0,31.08,26.999144
10.0,10.0,-16.323529411764707,154.41337089705934,3.676470588235294,1.0,0.0,0.0,0.0,31.21,27.49826
10.0,10.0,-16.96078431372549,154.41337089705934,3.0392156862745088,1.0,0.0,0.0,0.0,31.3,27.49826
10.0,10.0,-17.205882352941178,154.41337089705934,2.794117647058823,1.0,0.0,0.0,0.0,33.58,27.49826
10.0,10.0,-16.813725490196077,154.41337089705934,3.186274509803921,1.0,0.0,0.0,0.0,34.05,34.048332
10.0,10.0,-15.245098039215687,154.41337089705934,4.754901960784313,1.0,0.0,0.0,0.0,31.31,31.307873
10.0,10.0,-15.588235294117647,154.41337089705934,4.411764705882353,1.0,0.0,0.0,0.0,30.95,26.999144
10.0,10.0,-15.294117647058824,154.41337089705934,4.705882352941176,1.0,0.0,0.0,0.0,30.58,25.998234
10.0,10.0,-15.441176470588236,154.41337089705934,4.5588235294117645,1.0,0.0,0.0,0.0,30.28,25.998234
10.0,10.0,-15.147058823529413,154.41337089705934,4.852941176470588,1.0,0.0,0.0,0.0,29.46,26.798426
10.0,10.0,-14.411764705882353,154.41337089705934,5.588235294117647,1.0,0.0,0.0,0.0,29.07,25.998234
-9.999999999999995,10.0,4.7549019607843075,154.41337089705934,4.754901960784313,1.0,0.0,0.0,0.0,28.28,28.280098
10.0,10.0,-14.117647058823529,154.41337089705934,5.882352941176471,1.0,0.0,0.0,0.0,28.34,23.900389
10.0,10.0,-14.313725490196079,154.41337089705934,5.686274509803921,1.0,0.0,0.0,0.0,28.47,23.900389
10.0,10.0,-16.42156862745098,154.41337089705934,3.5784313725490193,1.0,0.0,0.0,0.0,28.11,23.900389
10.0,10.0,-17.892156862745097,154.41337089705934,2.107843137254902,1.0,0.0,0.0,0.0,28.7,24.362045
10.0,10.0,-18.186274509803923,154.41337089705934,1.8137254901960782,1.0,0.0,0.0,0.0,28.8,24.362045
10.0,10.0,-18.137254901960784,154.41337089705934,1.8627450980392148,1.0,0.0,0.0,0.0,30.62,25.500795
10.0,10.0,-17.69607843137255,154.41337089705934,2.30392156862745,1.0,0.0,0.0,0.0,37.6,25.664049
10.0,10.0,-16.127450980392158,154.41337089705934,3.872549019607843,1.0,0.0,0.0,0.0,46.99,26.001257
10.0,10.0,-12.009803921568627,154.41337089705934,7.990196078431373,1.0,0.0,0.0,0.0,47.07,26.500381
10.0,10.0,-11.96078431372549,154.41337089705934,8.03921568627451,1.0,0.0,0.0,0.0,47.06,26.500381
10.0,10.0,-11.764705882352942,154.41337089705934,8.235294117647058,1.0,0.0,0.0,0.0,46.98,26.500381
10.0,10.0,-12.156862745098039,154.41337089705934,7.8431372549019605,1.0,0.0,0.0,0.0,42.03,27.300585
-9.999999999999995,10.0,4.509803921568622,154.41337089705934,4.509803921568627,1.0,0.0,0.0,0.0,42.37,48.914104
10.0,10.0,-16.07843137254902,154.41337089705934,3.92156862745098,1.0,0.0,0.0,0.0,33.05,28.100788
10.0,10.0,-15.833333333333332,154.41337089705934,4.166666666666667,1.0,0.0,0.0,0.0,33.05,26.001257
10.0,10.0,-14.705882352941178,154.41337089705934,5.294117647058823,1.0,0.0,0.0,0.0,37.0,25.500795
10.0,10.0,-13.57843137254902,154.41337089705934,6.421568627450981,1.0,0.0,0.0,0.0,33.04,25.000334
10.0,10.0,-13.92156862745098,154.41337089705934,6.078431372549019,1.0,0.0,0.0,0.0,30.18,25.000334
10.0,10.0,-11.127450980392158,154.41337089705934,8.872549019607842,1.0,0.0,0.0,0.0,29.46,25.000334
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,28.63,24.00075
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,27.98,22.00024
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,26.93,20.500195
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,24.21,17.000977
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,18.95,18.949299
-10.0,10.0,9.901960784313726,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,4.96,4.960458
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,0.1,0.0
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,0.11,0.0
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,1.75,0.0
10.0,10.0,-10.34313725490196,154.41337089705934,9.65686274509804,1.0,0.0,0.0,0.0,20.74,19.000147
10.0,10.0,-10.294117647058824,154.41337089705934,9.705882352941176,1.0,0.0,0.0,0.0,25.57,19.999733
10.0,10.0,-10.34313725490196,154.41337089705934,9.65686274509804,1.0,0.0,0.0,0.0,26.99,24.399513
10.0,10.0,-10.490196078431373,154.41337089705934,9.509803921568627,1.0,0.0,0.0,0.0,27.34,25.499458
10.0,10.0,-10.735294117647058,154.41337089705934,9.264705882352942,1.0,0.0,0.0,0.0,27.92,25.000334
10.0,10.0,-10.392156862745098,154.41337089705934,9.607843137254902,1.0,0.0,0.0,0.0,28.03,25.000334
10.0,10.0,-10.392156862745098,154.41337089705934,9.607843137254902,1.0,0.0,0.0,0.0,28.02,24.269714
10.0,10.0,-11.07843137254902,154.41337089705934,8.92156862745098,1.0,0.0,0.0,0.0,28.0,24.20013
10.0,10.0,-11.96078431372549,154.41337089705934,8.03921568627451,1.0,0.0,0.0,0.0,27.98,23.399927
10.0,10.0,-12.941176470588236,154.41337089705934,7.058823529411765,1.0,0.0,0.0,0.0,28.06,24.382116
10.0,10.0,-12.892156862745097,154.41337089705934,7.1078431372549025,1.0,0.0,0.0,0.0,28.44,24.699255
10.0,10.0,-10.784313725490195,154.41337089705934,9.215686274509805,1.0,0.0,0.0,0.0,28.88,25.700178
10.0,10.0,-11.42156862745098,154.41337089705934,8.57843137254902,1.0,0.0,0.0,0.0,39.07,39.069462
10.0,10.0,-12.107843137254903,154.41337089705934,7.8921568627450975,1.0,0.0,0.0,0.0,46.71,24.382116
10.0,10.0,-13.774509803921568,154.41337089705934,6.2254901960784315,1.0,0.0,0.0,0.0,36.12,24.382116
10.0,10.0,-13.92156862745098,154.41337089705934,6.078431372549019,1.0,0.0,0.0,0.0,29.03,24.382116
10.0,10.0,-15.637254901960784,154.41337089705934,4.362745098039216,1.0,0.0,0.0,0.0,29.75,24.399513
10.0,10.0,-16.61764705882353,154.41337089705934,3.382352941176471,1.0,0.0,0.0,0.0,29.88,29.879168
10.0,10.0,-17.30392156862745,154.41337089705934,2.6960784313725488,1.0,0.0,0.0,0.0,27.93,27.929506
-9.999999999999995,10.0,2.1078431372548962,154.41337089705934,2.107843137254902,1.0,0.0,0.0,0.0,25.21,28.403206
-9.999999999999995,10.0,1.5686274509803866,154.41337089705934,1.5686274509803921,1.0,0.0,0.0,0.0,25.34,28.403206
-9.999999999999995,10.0,1.2745098039215623,154.41337089705934,1.274509803921568,1.0,0.0,0.0,0.0,27.74,27.740831
-9.999999999999995,10.0,0.5882352941176414,154.41337089705934,0.588235294117647,1.0,0.0,0.0,0.0,32.11,32.111172
-9.999999999999995,10.0,0.1470588235294059,154.41337089705934,0.147058823529411,1.0,0.0,0.0,0.0,29.0,29.001352
-9.999999999999995,10.0,0.29411764705881716,154.41337089705934,0.294117647058823,1.0,0.0,0.0,0.0,28.1,28.100788
-9.999999999999995,10.0,0.29411764705881716,154.41337089705934,0.294117647058823,1.0,0.0,0.0,0.0,36.17,36.171066
-9.999999999999995,10.0,0.8823529411764639,154.41337089705934,0.8823529411764699,1.0,0.0,0.0,0.0,46.5,46.501453
-9.999999999999995,10.0,1.4215686274509753,154.41337089705934,1.42156862745098,1.0,0.0,0.0,0.0,47.85,72.029007
-9.999999999999995,10.0,3.0882352941176414,154.41337089705934,3.088235294117647,1.0,0.0,0.0,0.0,45.68,45.681175
-9.999999999999995,10.0,4.509803921568622,154.41337089705934,4.509803921568627,1.0,0.0,0.0,0.0,43.61,43.611084
10.0,10.0,-14.950980392156863,154.41337089705934,5.049019607843137,1.0,0.0,0.0,0.0,40.0,25.000334
10.0,10.0,-11.568627450980392,154.41337089705934,8.431372549019608,1.0,0.0,0.0,0.0,36.17,24.00075
10.0,10.0,-10.392156862745098,154.41337089705934,9.607843137254902,1.0,0.0,0.0,0.0,32.64,23.900389
10.0,10.0,-10.441176470588236,154.41337089705934,9.558823529411764,1.0,0.0,0.0,0.0,31.43,23.900389
-9.999999999999995,10.0,9.55882352941176,154.41337089705934,9.558823529411764,1.0,0.0,0.0,0.0,31.1,31.100882
-9.999999999999995,10.0,9.55882352941176,154.41337089705934,9.558823529411764,1.0,0.0,0.0,0.0,32.59,32.590225
-9.999999999999995,10.0,9.70588235294117,154.41337089705934,9.705882352941176,1.0,0.0,0.0,0.0,42.85,42.851025
-9.999999999999995,10.0,9.852941176470582,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,40.72,40.720718
10.0,10.0,-10.196078431372548,154.41337089705934,9.803921568627452,1.0,0.0,0.0,0.0,28.33,24.40085
10.0,10.0,-10.490196078431373,154.41337089705934,9.509803921568627,1.0,0.0,0.0,0.0,27.64,23.500288
10.0,10.0,-10.245098039215687,154.41337089705934,9.754901960784313,1.0,0.0,0.0,0.0,27.55,23.500288
10.0,10.0,-10.294117647058824,154.41337089705934,9.705882352941176,1.0,0.0,0.0,0.0,26.9,23.500288
10.0,10.0,-11.42156862745098,154.41337089705934,8.57843137254902,1.0,0.0,0.0,0.0,26.41,23.001163
10.0,10.0,-15.392156862745098,154.41337089705934,4.607843137254902,1.0,0.0,0.0,0.0,26.07,22.999826
10.0,10.0,-17.794117647058822,154.41337089705934,2.205882352941176,1.0,0.0,0.0,0.0,26.01,22.999826
10.0,10.0,-15.53921568627451,154.41337089705934,4.46078431372549,1.0,0.0,0.0,0.0,25.81,22.999826
10.0,10.0,-15.294117647058824,154.41337089705934,4.705882352941176,1.0,0.0,0.0,0.0,25.89,22.999826
10.0,10.0,-14.558823529411764,154.41337089705934,5.441176470588235,1.0,0.0,0.0,0.0,26.2,26.199301
10.0,10.0,-15.833333333333332,154.41337089705934,4.166666666666667,1.0,0.0,0.0,0.0,26.95,23.498949
10.0,10.0,-11.519607843137255,154.41337089705934,8.480392156862745,1.0,0.0,0.0,0.0,28.95,23.498949
10.0,10.0,-18.03921568627451,154.41337089705934,1.96078431372549,1.0,0.0,0.0,0.0,43.29,43.288593
10.0,10.0,-20.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,47.4,47.399338
-10.0,2.8231500736095025,7.961163651880693,49.13923402718213,0.7843137254901961,1.0,0.0,0.0,0.0,40.63,93.669296
-10.0,2.8231500736095025,8.990575416586577,49.13923402718213,1.8137254901960782,1.0,0.0,0.0,0.0,36.26,107.050621
-10.0,1.5,14.676470588235297,24.544595105156553,6.176470588235294,1.0,0.0,0.0,0.0,32.05,291.712952
-10.0,1.5,17.27450980392157,24.544595105156553,8.774509803921568,1.0,0.0,0.0,0.0,28.64,291.712952
-9.999999999999995,10.0,9.2156862745098,154.41337089705934,9.215686274509805,1.0,0.0,0.0,0.0,28.45,80.060486
10.0,10.0,-13.676470588235293,154.41337089705934,6.323529411764706,1.0,0.0,0.0,0.0,28.23,28.229248
10.0,10.0,-15.343137254901961,154.41337089705934,4.656862745098039,1.0,0.0,0.0,0.0,28.85,28.848804
10.0,10.0,-15.392156862745098,154.41337089705934,4.607843137254902,1.0,0.0,0.0,0.0,35.55,35.548836
10.0,10.0,-11.862745098039216,154.41337089705934,8.137254901960784,1.0,0.0,0.0,0.0,43.92,43.918854
10.0,10.0,-10.931372549019608,154.41337089705934,9.068627450980392,1.0,0.0,0.0,0.0,45.61,45.608917
-9.999999999999995,10.0,7.205882352941171,154.41337089705934,7.205882352941177,1.0,0.0,0.0,0.0,30.01,33.999279
-9.999999999999995,10.0,6.078431372549014,154.41337089705934,6.078431372549019,1.0,0.0,0.0,0.0,27.6,33.999279
10.0,10.0,-13.774509803921568,154.41337089705934,6.2254901960784315,1.0,0.0,0.0,0.0,35.58,35.579613
10.0,10.0,-11.96078431372549,154.41337089705934,8.03921568627451,1.0,0.0,0.0,0.0,36.34,36.339672
-9.999999999999995,10.0,7.352941176470583,154.41337089705934,7.352941176470589,1.0,0.0,0.0,0.0,26.07,28.698933
10.0,10.0,-14.019607843137255,154.41337089705934,5.980392156862745,1.0,0.0,0.0,0.0,35.01,35.009567
10.0,10.0,-14.558823529411764,154.41337089705934,5.441176470588235,1.0,0.0,0.0,0.0,34.0,33.999279
-9.999999999999995,10.0,5.539215686274504,154.41337089705934,5.53921568627451,1.0,0.0,0.0,0.0,26.15,29.404129
-9.999999999999995,10.0,5.098039215686269,154.41337089705934,5.098039215686274,1.0,0.0,0.0,0.0,25.75,27.099865
-10.0,10.0,3.3333333333333335,154.41337089705934,3.333333333333333,1.0,0.0,0.0,0.0,25.41,26.999504
10.0,10.0,-17.15686274509804,154.41337089705934,2.84313725490196,1.0,0.0,0.0,0.0,25.32,22.00024
10.0,10.0,-17.990196078431374,154.41337089705934,2.009803921568627,1.0,0.0,0.0,0.0,25.46,22.00024
10.0,10.0,-19.068627450980394,154.41337089705934,0.931372549019607,1.0,0.0,0.0,0.0,25.41,22.00024
10.0,10.0,-17.794117647058822,154.41337089705934,2.205882352941176,1.0,0.0,0.0,0.0,25.67,24.399513
10.0,10.0,-16.274509803921568,154.41337089705934,3.725490196078431,1.0,0.0,0.0,0.0,25.93,22.00024
-9.999999999999995,10.0,5.392156862745092,154.41337089705934,5.3921568627450975,1.0,0.0,0.0,0.0,25.85,27.99909
-9.999999999999995,10.0,8.039215686274504,154.41337089705934,8.03921568627451,1.0,0.0,0.0,0.0,25.54,27.99909
-9.999999999999995,10.0,9.019607843137251,154.41337089705934,9.019607843137257,1.0,0.0,0.0,0.0,25.19,26.999504
10.0,10.0,-10.53921568627451,154.41337089705934,9.46078431372549,1.0,0.0,0.0,0.0,25.01,25.009701
10.0,10.0,-10.34313725490196,154.41337089705934,9.65686274509804,1.0,0.0,0.0,0.0,24.87,24.869198
10.0,10.0,-10.196078431372548,154.41337089705934,9.803921568627452,1.0,0.0,0.0,0.0,25.17,22.499365
-9.999999999999995,10.0,9.852941176470582,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,25.55,25.550306
10.0,10.0,-10.147058823529413,154.41337089705934,9.852941176470587,1.0,0.0,0.0,0.0,25.65,25.649328
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,25.42,22.813826
10.0,10.0,-10.098039215686274,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,24.78,22.999826
