p_DA,p_H,h_H,p_IM,s1,s2,E_RE,E_FC,lambda_DA_RE,lambda_IM,revenue
-10.0,10.0,154.4133708970593,0.7843137254901968,0.0,0.0,0.7843137254901961,2.232886772613476,18.7,3.761281,742.4302496960814
-7.704850290696205,10.0,154.4133708970593,-1.1186791210685012,0.0,0.0,1.176470588235294,1.393833498139343,17.57,2.925739,787.8330426418278
-10.0,10.0,154.4133708970593,1.2254901960784306,0.0,0.0,1.225490196078431,1.6018738883668022,19.96,3.000723,730.557582000003
-10.0,10.0,154.4133708970593,1.3725490196078436,0.0,0.0,1.372549019607843,0.981649882572173,27.09,3.500174,660.3843857745128
-10.0,10.0,154.4133708970593,1.5196078431372548,0.0,0.0,1.519607843137254,2.893630211700829,34.88,34.881229,630.6860145490226
-10.0,10.0,154.4133708970593,2.0588235294117645,0.0,0.0,2.058823529411764,0.8162711612470069,34.48,34.480865,652.6702415588265
-9.727153517073539,10.0,154.4133708970593,3.011467242563736,0.0,0.0,3.284313725490196,3.8979524301457493,28.09,28.091106,737.839928614146
-10.0,10.0,154.4133708970593,2.8921568627450966,0.0,0.0,2.8921568627450975,3.6945861196062,24.51,3.761281,692.2584400392186
-10.0,10.0,154.4133708970593,2.401960784313726,0.0,0.0,2.401960784313725,4.903544316693109,24.02,3.761281,695.3146748431402
-9.864956027564322,10.0,154.4133708970593,1.4826030863878508,0.0,0.0,1.617647058823529,3.123139594692012,21.18,4.179052,723.7363321119188
-4.890355099907644,10.0,154.4133708970593,-3.737095880484513,0.0,0.0,1.372549019607843,2.032072631811182,19.68,19.688183,756.6614094326483
-4.9196601211428455,10.0,154.4133708970593,-3.3646536043473505,0.0,0.0,1.715686274509804,0.0,18.39,18.398317,774.1037121465638
-4.06389214331921,10.0,154.4133708970593,-4.024343150798439,0.0,0.0,1.911764705882352,0.6905494436328059,19.1,19.108212,771.9618833587544
-4.904552997708848,10.0,154.4133708970593,-3.6248587669970354,0.0,0.0,1.4705882352941169,9.492523442978408,18.39,18.398317,769.5941950790495
-3.463392988213023,10.0,154.4133708970593,-4.918959952963448,0.0,0.0,1.617647058823529,3.294029244407522,18.32,18.327328,772.8794733614676
-6.793308118706291,10.0,154.4133708970593,-1.2949271754113578,0.0,0.0,1.911764705882352,2.655266263132143,19.8,4.302227,786.4016539748828
-2.748651341613628,10.0,154.4133708970593,-5.241544736817746,0.0,0.0,2.009803921568627,2.675302584490655,22.2,60.274048,549.5310465374332
-10.0,10.0,154.4133708970593,1.2745098039215677,0.0,0.0,1.274509803921568,0.0,25.53,53.576931,739.4645492058853
-10.0,10.0,154.4133708970593,1.764705882352942,0.0,0.0,1.7647058823529411,2.236018928968566,25.0,87.037064,830.0750442058854
-10.0,10.0,154.4133708970593,1.1764705882352935,0.0,0.0,1.176470588235294,0.513600090010319,21.32,87.037064,815.6767712647088
-9.919650472551146,10.0,154.4133708970593,0.4588661588256553,0.0,0.0,0.539215686274509,0.953214938952316,19.11,52.615223,761.0590501256687
-10.0,10.0,154.4133708970593,0.14705882352941124,0.0,0.0,0.147058823529411,0.0,18.16,18.167936,747.5519806764735
-10.0,10.0,154.4133708970593,0.34313725490195957,0.0,0.0,0.34313725490196,0.0,17.67,17.677708,755.8461055784343
-10.0,10.0,154.4133708970593,1.617647058823529,0.0,0.0,1.617647058823529,2.551033956050446,15.32,15.327021,798.0739358235323
-10.0,10.0,154.4133708970593,3.235294117647058,0.0,0.0,3.235294117647059,3.9105683371867963,16.82,16.827175,812.7210856764735
-1.1892866816566876,10.0,154.4133708970593,-3.614634886970763,0.0,0.0,5.196078431372549,5.3617336664982815,18.19,18.197405,839.0701256776846
-9.423766930454347,10.0,154.4133708970593,5.110041440258268,0.0,0.0,5.686274509803921,2.9138168468220997,18.9,18.908638,844.994954155611
-10.0,10.0,154.4133708970593,6.078431372549019,0.0,0.0,6.078431372549019,4.516968720138949,27.29,4.675927,682.0025267549049
-10.0,10.0,154.4133708970593,4.950980392156863,0.0,0.0,4.950980392156863,4.298419555335554,33.87,4.002197,607.5950242549048
-10.0,10.0,154.4133708970593,3.7745098039215677,0.0,0.0,3.774509803921568,2.441462061551646,34.64,4.002197,595.1865571960814
-9.805313299853907,10.0,154.4133708970593,3.040607417500965,0.0,0.0,3.235294117647059,2.8040160815058366,30.09,60.274048,814.7080656213611
-10.0,10.0,154.4133708970593,3.431372549019608,0.0,0.0,3.431372549019608,3.102011893701882,26.27,52.021858,842.286600872552
-10.0,10.0,154.4133708970593,2.7450980392156854,0.0,0.0,2.745098039215686,1.933709960139356,25.5,52.021858,814.2853257745128
-10.0,10.0,154.4133708970593,1.617647058823529,0.0,0.0,1.617647058823529,0.618299350410805,23.94,23.950228,725.8232412647088
-4.850898324127538,10.0,154.4133708970593,-3.531454617048933,0.0,0.0,1.617647058823529,0.671248159315183,21.26,21.28113,748.1967822168858
-4.79708926304728,10.0,154.4133708970593,-3.7813421095017405,0.0,0.0,1.42156862745098,0.0,19.0,19.018578,763.4197795302142
-5.290085781642393,10.0,154.4133708970593,-3.043247551690941,0.0,0.0,1.666666666666666,0.0,18.54,18.558828,771.9229271174527
-6.975468450908555,10.0,154.4133708970593,-1.504923705954191,0.0,0.0,1.519607843137254,0.832798653031484,18.25,18.267967,771.686029555386
-4.610001651991421,10.0,154.4133708970593,-3.8703905048713247,0.0,0.0,1.519607843137254,0.0,18.5,18.518618,769.5209115499754
-9.736568072339459,10.0,154.4133708970593,1.403234739006125,0.0,0.0,1.666666666666666,0.0,20.6,49.78688,795.7696026548923
-2.2033992819416115,10.0,154.4133708970593,-5.884836012176036,0.0,0.0,1.911764705882352,2.1482831283087838,24.65,50.050934,577.6248942362492
-9.788641635755575,10.0,154.4133708970593,1.3082494788928294,0.0,0.0,1.519607843137254,1.9712328511415058,26.95,26.976383,697.9681723009065
-9.97708466022761,10.0,154.4133708970593,1.4476728955217268,0.0,0.0,1.4705882352941169,0.0,25.91,25.936253,705.5211723153526
-10.0,10.0,154.4133708970593,1.470588235294116,0.0,0.0,1.4705882352941169,1.9392834629213629,22.67,22.692545,733.1516150882381
-9.987677873215718,10.0,154.4133708970593,2.438658265372581,0.0,0.0,2.450980392156862,1.6508397941900241,19.98,19.999731,775.6989307838842
-9.996640865033575,10.0,154.4133708970593,1.8593859630727891,0.0,0.0,1.8627450980392148,0.212439139584076,18.47,18.487789,776.2182039600374
-9.834675434446181,10.0,154.4133708970593,2.873891120720689,0.0,0.0,3.0392156862745088,3.144481722901254,18.5,18.518618,797.7592216833199
-10.0,10.0,154.4133708970593,4.019607843137255,0.0,0.0,4.019607843137255,0.024817385012469998,16.0,4.303943,783.7803884215716
-10.0,10.0,154.4133708970593,4.803921568627452,0.0,0.0,4.803921568627451,3.288413340996394,15.64,4.003699,789.3136813627481
-1.3694813400922707,10.0,154.4133708970593,-4.1697343461822385,0.0,0.0,4.46078431372549,3.981801503052567,17.44,3.444763,888.2327242155889
-10.0,10.0,154.4133708970593,3.970588235294116,0.0,0.0,3.970588235294117,2.5928690812316417,18.08,3.002439,757.6016743529442
-10.0,10.0,154.4133708970593,2.7941176470588225,0.0,0.0,2.794117647058823,2.9210197159580398,21.8,3.002439,716.8693931764735
-10.0,10.0,154.4133708970593,3.5784313725490193,0.0,0.0,3.5784313725490193,4.995410026430273,26.72,2.50248,668.2351783235323
-10.0,10.0,154.4133708970593,3.0392156862745097,0.0,0.0,3.0392156862745088,3.112393461954757,30.0,2.50248,634.0858018529442
-10.0,10.0,154.4133708970593,1.3235294117647065,0.0,0.0,1.3235294117647058,1.7490552375859219,24.94,3.50374,681.7175283235324
-10.0,10.0,154.4133708970593,0.5882352941176467,0.0,0.0,0.588235294117647,0.0,23.19,3.50374,696.6412489117677
-10.0,10.0,154.4133708970593,0.3921568627450984,0.0,0.0,0.39215686274509803,0.45136580348439004,24.91,3.50374,678.7542410686304
-9.827860498696236,10.0,154.4133708970593,0.2690369692844712,0.0,0.0,0.44117647058823495,4.802767491621805,25.16,3.50374,680.1538908259195
-5.06557611325817,10.0,154.4133708970593,-3.7579532985065356,0.0,0.0,1.176470588235294,0.0,21.93,3.001099,804.1141513324096
-4.960044551785962,10.0,154.4133708970593,-3.177210350174823,0.0,0.0,1.8627450980392148,0.423913006802955,21.09,3.001099,812.3377629804907
-4.296335990665874,10.0,154.4133708970593,-3.6448404799223617,0.0,0.0,2.058823529411764,1.141586511960658,21.67,3.001099,822.4400973451719
-7.443450279611244,10.0,154.4133708970593,0.18854831882693013,0.0,0.0,2.745098039215686,1.268033299921016,19.38,3.001099,782.7920111345732
-3.3681433063231,10.0,154.4133708970593,-4.082837085833763,0.0,0.0,2.549019607843137,2.867438266889008,18.8,3.001099,850.906132928023
-1.9527934477176232,10.0,154.4133708970593,-4.860932042478456,0.0,0.0,3.186274509803921,4.839139702586898,18.44,2.578881,877.934948919804
-6.85784292349767,10.0,154.4133708970593,-0.05392178238468226,0.0,0.0,3.088235294117647,2.149377250095332,18.96,2.001179,796.3476164142893
-10.0,10.0,154.4133708970593,1.9117647058823515,0.0,0.0,1.911764705882352,1.2971082123683362,18.91,2.001179,741.2060087647088
-10.0,10.0,154.4133708970593,1.0294117647058822,0.0,0.0,1.029411764705882,2.435277634264667,17.22,3.179369,757.553105235297
-10.0,10.0,154.4133708970593,0.8823529411764692,0.0,0.0,0.8823529411764699,0.0,13.08,56.742085,845.7467709705912
-10.0,10.0,154.4133708970593,0.5392156862745097,0.0,0.0,0.539215686274509,0.0025909760237979996,9.9,60.316864,860.0040245980422
-9.89361368535644,10.0,154.4133708970593,0.5308685873172241,0.0,0.0,0.637254901960784,0.0,6.51,6.51154,865.529572331745
-9.945453534301775,10.0,154.4133708970593,2.1023162793998136,0.0,0.0,2.156862745098039,0.0,5.12,2.501139,880.8176885234725
-5.785510697631314,10.0,154.4133708970593,-1.5674304788392739,0.0,0.0,2.6470588235294117,3.4898793650009963,1.0,0.99992,919.1274096003236
-10.0,10.0,154.4133708970593,1.9607843137254903,0.0,0.0,1.96078431372549,2.474621645387906,0.0,0.0,926.4802253823559
-10.0,10.0,154.4133708970593,1.9607843137254903,0.0,0.0,1.96078431372549,2.292737160345736,0.2,0.199716,924.871825382356
1.648187567548856,10.0,154.4133708970593,-5.569756194999837,0.0,0.0,6.078431372549019,7.868529917251839,5.59,1.400692,927.8920809406673
-10.0,10.0,154.4133708970593,6.911764705882355,0.0,0.0,6.911764705882353,7.696838373770609,17.14,2.001179,768.9119037647089
-10.0,10.0,154.4133708970593,3.8235294117647047,0.0,0.0,3.823529411764705,3.8729563072572573,19.97,3.601587,740.5509992058853
-10.0,10.0,154.4133708970593,2.9411764705882355,0.0,0.0,2.9411764705882346,3.960577885971591,21.93,21.936573,771.6995577352972
-10.0,10.0,154.4133708970593,3.6274509803921564,0.0,0.0,3.627450980392157,5.346927772053678,17.02,17.02544,818.0391744019637
-10.0,10.0,154.4133708970593,6.078431372549019,0.0,0.0,6.078431372549019,6.312668290726432,16.39,3.501059,783.861172245101
-10.0,10.0,154.4133708970593,6.715686274509803,0.0,0.0,6.715686274509803,6.446304733932411,7.88,2.100367,861.7856312156892
-9.581604961598602,10.0,154.4133708970593,7.816899079245658,0.0,0.0,8.235294117647058,3.670571957297135,4.91,1.499879,891.1589477949866
-6.505592463336761,10.0,154.4133708970593,5.035004228042643,0.0,0.0,8.529411764705882,6.534440145967141,4.54,1.50256,904.5102315516948
0.8851911726039265,10.0,154.4133708970593,-2.06166176083922,0.0,0.0,8.823529411764707,10.0,4.44,1.276037,927.7797175004014
3.2258519945612747,10.0,154.4133708970593,-4.108204935737746,0.0,0.0,9.117647058823529,9.3871007227797,4.47,0.701016,938.0198664068137
5.689431472882755,10.0,154.4133708970593,-7.258058923863147,0.0,0.0,8.431372549019608,9.668884391896484,3.32,0.0,945.3691378723266
-3.9985511833086393,10.0,154.4133708970593,3.8514923597792254,0.0,0.0,9.852941176470587,10.0,1.55,1.553494,926.2657413201904
-3.2508675674800553,10.0,154.4133708970593,3.1038087439506423,0.0,0.0,9.852941176470587,9.425818492582502,0.08,0.080422,926.4697704837635
-5.013668531564068,10.0,154.4133708970593,4.866609708034655,0.0,0.0,9.852941176470587,9.865609219384496,0.96,0.962389,926.3506752423602
-9.853929136241877,10.0,154.4133708970593,9.755889920555603,0.0,0.0,9.901960784313726,10.0,2.59,6.011581,959.606871403993
-6.448513582552402,10.0,154.4133708970593,6.350474366866127,0.0,0.0,9.901960784313726,9.448070732254864,2.93,0.0,907.5860805854774
-8.12613828515108,10.0,154.4133708970593,7.979079461621666,0.0,0.0,9.852941176470587,8.806178995904936,0.0,0.0,926.4802253823559
-9.855170667189851,10.0,154.4133708970593,9.70811184366044,0.0,0.0,9.852941176470587,10.0,0.0,0.0,926.4802253823559
-9.744124928325489,10.0,154.4133708970593,9.4990268891098,0.0,0.0,9.754901960784313,10.0,0.0,0.0,926.4802253823559
-9.351983388247495,10.0,154.4133708970593,9.057865741188671,0.0,0.0,9.705882352941176,10.0,0.0,0.0,926.4802253823559
-8.582220707060342,10.0,154.4133708970593,7.209671687452499,0.0,0.0,8.627450980392158,7.527592749956491,0.0,0.0,926.4802253823559
-9.515340472994975,10.0,154.4133708970593,7.162399296524384,0.0,0.0,7.647058823529411,9.187295177368519,0.0,0.0,926.4802253823559
-8.673897188318055,10.0,154.4133708970593,7.056250129494526,0.0,0.0,8.382352941176471,9.708054245712272,0.0,0.0,926.4802253823559
-2.323305603497011,10.0,154.4133708970593,-0.4708120435618124,0.0,0.0,7.205882352941177,6.050683080620179,0.08,0.080422,926.2564972879088
-10.0,10.0,154.4133708970593,9.362745098039216,0.0,0.0,9.362745098039216,5.236826540048414,7.81,2.104388,868.0830738137284
-10.0,10.0,154.4133708970593,5.490196078431373,0.0,0.0,5.490196078431373,4.936269662747513,16.99,2.00386,767.5818096960815
-10.0,10.0,154.4133708970593,3.0392156862745097,0.0,0.0,3.0392156862745088,1.5873159306450721,17.9,2.125834,753.9410934215716
-10.0,10.0,154.4133708970593,1.617647058823529,0.0,0.0,1.617647058823529,1.669534746963798,17.45,3.00512,756.8414489117677
-10.0,10.0,154.4133708970593,0.7843137254901968,0.0,0.0,0.7843137254901961,0.0,20.14,1.700936,726.4142928333363
-10.0,10.0,154.4133708970593,1.0784313725490193,0.0,0.0,1.0784313725490189,0.0,20.59,1.700936,722.414568127454
-9.66959268199873,10.0,154.4133708970593,2.561749544743826,0.0,0.0,2.8921568627450975,5.607531641069963,18.1,1.699546,755.8144090299502
-10.0,10.0,154.4133708970593,3.284313725490197,0.0,0.0,3.284313725490196,2.567551734438166,17.81,1.809367,754.3227542549049
-9.253073510945509,10.0,154.4133708970593,2.9785637070239392,0.0,0.0,3.725490196078431,4.199749242415119,19.65,2.503114,752.1130154072202
-8.802111586703049,10.0,154.4133708970593,3.5079939396442246,0.0,0.0,4.705882352941176,3.733301778910052,17.61,2.002223,778.4988264903315
-9.600660063193928,10.0,154.4133708970593,5.728111043586086,0.0,0.0,6.127450980392157,2.7473254059013,16.99,1.501333,771.9648130460914
-0.633650473432402,10.0,154.4133708970593,-1.3271338402930883,0.0,0.0,8.03921568627451,7.679240123990175,19.94,1.501333,911.8527651122652
-2.302798757762923,10.0,154.4133708970593,-0.050142418707665115,0.0,0.0,7.647058823529411,8.34618204622596,24.94,2.002223,868.9480280597365
-6.0645384827606215,10.0,154.4133708970593,0.8194404435449343,0.0,0.0,4.754901960784313,6.249560835643491,31.44,3.503556,738.6820909669865
-9.755426195546749,10.0,154.4133708970593,3.1377791367232195,0.0,0.0,3.382352941176471,5.827223277322259,30.94,4.004447,637.2124091428534
-10.0,10.0,154.4133708970593,2.549019607843137,0.0,0.0,2.549019607843137,2.593202926661427,26.11,26.136044,732.0015140098069
-10.0,10.0,154.4133708970593,2.0588235294117645,0.0,0.0,2.058823529411764,2.8241641470275343,22.4,22.422222,748.6436236176501
-9.911504760941126,10.0,154.4133708970593,2.5095439766274,0.0,0.0,2.598039215686274,0.0,21.09,22.021776,772.7112052895454
-9.783822218778507,10.0,154.4133708970593,3.166175159954978,0.0,0.0,3.382352941176471,4.1744697705627845,21.09,22.021776,789.86421493761
-10.0,10.0,154.4133708970593,3.0392156862745097,0.0,0.0,3.0392156862745088,0.0,19.12,19.139647,793.4497407745127
-4.621897850285869,10.0,154.4133708970593,0.06307432087410447,0.0,0.0,5.441176470588235,6.464916122748809,17.07,4.004447,847.8370068529774
-9.11056126613397,10.0,154.4133708970593,4.404678913192793,0.0,0.0,5.294117647058823,4.136362831994299,15.8,3.399092,797.5052662338416
-7.983014360083142,10.0,154.4133708970593,2.9830143600831427,0.0,0.0,5.0,3.8937362919666962,15.5,2.124098,809.0797176372911
-10.0,10.0,154.4133708970593,8.431372549019606,0.0,0.0,8.431372549019608,7.2476224059035665,21.52,2.002223,728.1617134215716
-10.0,10.0,154.4133708970593,8.235294117647058,0.0,0.0,8.235294117647058,5.764628378879923,27.94,2.124098,664.5727971470617
-10.0,10.0,154.4133708970593,5.588235294117647,0.0,0.0,5.588235294117647,6.579948820075828,38.93,3.803555,558.4353856764736
-10.0,10.0,154.4133708970593,3.8235294117647047,0.0,0.0,3.823529411764705,4.810955009753763,35.7,35.736,706.1178724411794
-9.788607682977805,10.0,154.4133708970593,4.543509643762118,0.0,0.0,4.754901960784313,3.902736099392017,28.6,28.628443,776.5996525055848
-10.0,10.0,154.4133708970593,4.068627450980392,0.0,0.0,4.068627450980392,2.478351844968269,27.01,27.03738,766.3852518529441
-10.0,10.0,154.4133708970593,3.6764705882352935,0.0,0.0,3.676470588235294,2.947695015887477,24.38,24.404356,772.4021224411795
-9.748877883898611,10.0,154.4133708970593,3.2782896486044937,0.0,0.0,3.5294117647058822,4.276172755810487,23.39,23.391006,775.136464518213
-6.699725089616678,10.0,154.4133708970593,-1.339490596657832,0.0,0.0,1.96078431372549,1.28703544120117,19.69,19.690924,768.1868308302995
-8.384125296128085,10.0,154.4133708970593,-1.6158747038719152,0.0,0.0,0.0,0.0,19.91,19.910545,727.3793447306423
-9.206056247712791,10.0,154.4133708970593,-0.2547280660126994,0.0,0.0,0.539215686274509,0.7241314743228899,19.59,47.301605,734.0845371287157
-10.0,10.0,154.4133708970593,0.34313725490195957,0.0,0.0,0.34313725490196,0.765880458477738,19.01,60.26194,757.0583420490225
-4.863934128957299,10.0,154.4133708970593,-5.087046263199564,0.0,0.0,0.049019607843137004,0.0,23.95,46.870396,571.5571301673449
-8.201951998098115,10.0,154.4133708970593,-1.7980480019018845,0.0,0.0,0.0,0.0,30.97,49.215256,583.9743792873676
-5.087316371258784,10.0,154.4133708970593,-4.912683628741216,0.0,0.0,0.0,0.0,42.3,42.301201,503.47432524931787
-9.9174268524355,10.0,154.4133708970593,-0.0825731475644993,0.0,0.0,0.0,0.0,35.11,35.111282,575.3801195235807
-10.0,10.0,154.4133708970593,0.0,0.0,0.0,0.0,0.0,25.75,25.750595,668.9802253823559
-10.0,10.0,154.4133708970593,0.0,0.0,0.0,0.0,0.99227783995205,23.94,23.94006,687.0802253823559
-10.0,10.0,154.4133708970593,0.0,0.0,0.0,0.0,0.0,19.78,19.780647,728.680225382356
-9.726483067798492,10.0,154.4133708970593,0.020600714857314628,0.0,0.0,0.294117647058823,0.528916302069863,20.0,20.000267,732.3625838239232
-9.87542641031653,10.0,154.4133708970593,0.7577793514929994,0.0,0.0,0.8823529411764699,0.32681812569302,18.39,18.390604,758.8071536693195
-6.716744621213127,10.0,154.4133708970593,-1.910706359179029,0.0,0.0,1.372549019607843,3.217032437971212,17.5,2.555106,804.0551372285497
-8.574524880189843,10.0,154.4133708970593,0.38825037038592214,0.0,0.0,1.8137254901960782,2.916503757107989,17.6,2.129255,776.3952715334108
-9.539772782036941,10.0,154.4133708970593,1.059380625174196,0.0,0.0,1.519607843137254,0.794646167035541,17.86,1.277553,757.4532983910094
-9.502571058140386,10.0,154.4133708970593,0.924139685591367,0.0,0.0,1.42156862745098,1.3693469715546038,24.03,1.277553,699.3140802829887
-0.36498230558307476,10.0,154.4133708970593,-7.821292204220847,0.0,0.0,1.8137254901960782,1.850623925070535,31.44,1.810537,900.8444427712707
-4.57364753375737,10.0,154.4133708970593,-3.12243089761518,0.0,0.0,2.30392156862745,2.663613296784113,42.66,2.555106,723.3902796711845
-9.607691239941165,10.0,154.4133708970593,2.7939657497450856,0.0,0.0,3.186274509803921,3.208266351987339,33.53,93.740791,866.242897515141
-10.0,10.0,154.4133708970593,5.833333333333334,0.0,0.0,5.833333333333334,5.932289955787962,26.97,73.653481,1086.4255312156893
-10.0,10.0,154.4133708970593,7.401960784313726,0.0,0.0,7.401960784313726,4.414064385485289,15.54,15.540884,886.1132393039246
-10.0,10.0,154.4133708970593,8.970588235294116,0.0,0.0,8.970588235294118,5.301596473072394,4.57,2.000696,898.7276453823558
-9.425128422818998,10.0,154.4133708970593,8.836893128701348,0.0,0.0,9.411764705882351,8.734889810979112,4.63,1.310254,894.4204553541574
-3.6810873817100607,10.0,154.4133708970593,3.2889305189649622,0.0,0.0,9.607843137254902,10.0,4.27,1.000777,914.0534682804321
3.1991959033241666,10.0,154.4133708970593,-3.297235119010441,0.0,0.0,9.901960784313726,10.0,4.31,0.873503,937.388614957522
3.856749993719372,10.0,154.4133708970593,-3.9547892094056465,0.0,0.0,9.901960784313726,10.0,4.41,0.873503,940.0339726158749
4.810354597754427,10.0,154.4133708970593,-5.006433029126975,0.0,0.0,9.803921568627452,10.0,4.53,1.310254,941.7114328080377
-2.953394574607703,10.0,154.4133708970593,2.3651592804900545,0.0,0.0,9.411764705882351,9.742200385140515,4.81,1.500496,915.8233095182311
-1.9201371510238179,10.0,154.4133708970593,1.4789606804355824,0.0,0.0,9.558823529411764,8.923305560072553,8.03,2.001554,914.0217437254032
1.964925485722429,10.0,154.4133708970593,-2.945317642585172,0.0,0.0,9.019607843137257,10.0,27.21,2.568259,972.3815093054351
-9.43319636814991,10.0,154.4133708970593,7.472412054424417,0.0,0.0,8.03921568627451,6.703430358222856,27.96,3.607888,689.6876807110975
-8.366015569297701,10.0,154.4133708970593,7.287584196748682,0.0,0.0,8.92156862745098,8.47553530316404,25.5,3.494011,738.6097277121306
-8.743948115503855,10.0,154.4133708970593,7.861595174327384,0.0,0.0,9.117647058823529,8.748240337246404,21.97,3.607888,762.7394401750498
-9.714301729998876,10.0,154.4133708970593,9.27312525941064,0.0,0.0,9.558823529411764,9.587442704520443,12.43,66.986412,1426.904844032958
-9.589783199396392,10.0,154.4133708970593,8.756449866063058,0.0,0.0,9.166666666666666,9.577915361405676,12.45,12.456794,916.164716702746
-9.362935594228942,10.0,154.4133708970593,9.068817947170118,0.0,0.0,9.705882352941176,9.160928462208252,8.01,3.607888,884.2023907183617
-7.337470806629265,10.0,154.4133708970593,7.239431590942992,0.0,0.0,9.901960784313726,9.198863106752324,8.1,3.607888,893.165770212443
-8.154599035545514,10.0,154.4133708970593,8.056559819859238,0.0,0.0,9.901960784313726,10.0,13.16,3.494011,847.3154107073232
-4.902070294940615,10.0,154.4133708970593,4.705991863568066,0.0,0.0,9.803921568627452,10.0,15.55,2.001554,859.6723291345214
5.51836077690851,10.0,154.4133708970593,-5.86149803181047,0.0,0.0,9.65686274509804,9.753375573721,22.01,66.986412,655.298623986067
-10.0,10.0,154.4133708970593,7.0588235294117645,0.0,0.0,7.058823529411765,6.6969565113115745,26.9,89.984192,1292.6627571470617
-9.420820713864503,10.0,154.4133708970593,7.361997184452736,0.0,0.0,7.941176470588235,8.936951926875652,31.27,90.10611,1295.2520897818015
-10.0,10.0,154.4133708970593,8.137254901960784,0.0,0.0,8.137254901960784,4.91281387770744,25.91,25.925083,878.3392341078461
-10.0,10.0,154.4133708970593,9.019607843137258,0.0,0.0,9.019607843137257,3.5765735412126998,24.36,1.000777,691.9068414607873
-10.0,10.0,154.4133708970593,9.803921568627452,0.0,0.0,9.803921568627452,10.0,7.2,1.000777,864.2917645980422
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,10.0,4.52,0.499719,886.2284233235323
-9.388131472452569,10.0,154.4133708970593,9.290092256766293,0.0,0.0,9.901960784313726,10.0,4.23,0.499591,891.4096757345317
-9.740633873622876,10.0,154.4133708970593,9.642594657936602,0.0,0.0,9.901960784313726,10.0,4.15,1.317957,898.7651199344111
-6.420279030041842,10.0,154.4133708970593,6.322239814355569,0.0,0.0,9.901960784313726,7.890984403613366,4.15,1.826924,911.386319058284
-8.231070497477873,10.0,154.4133708970593,8.08401167394846,0.0,0.0,9.852941176470587,6.089879180156189,4.24,1.999705,907.7461250375029
0.19923323228281298,10.0,154.4133708970593,-0.29727244796908714,0.0,0.0,9.901960784313726,8.98154399557729,4.38,1.999705,926.7584097391887
-3.1267471789808647,10.0,154.4133708970593,3.0287079632945897,0.0,0.0,9.901960784313726,8.871919785147238,4.56,1.999705,918.2787807039432
-6.899147007518709,10.0,154.4133708970593,6.752088183989297,0.0,0.0,9.852941176470587,9.645294443957988,9.12,1.500114,873.6889066878223
-3.868344753094922,10.0,154.4133708970593,3.5742271060360977,0.0,0.0,9.705882352941176,10.0,27.31,1.500114,826.1974782962777
-9.31499675350249,10.0,154.4133708970593,9.216957537816214,0.0,0.0,9.901960784313726,9.146570756448694,26.16,1.999705,701.2311063838895
-9.22834892089147,10.0,154.4133708970593,9.130309705205196,0.0,0.0,9.901960784313726,9.964363730770556,12.46,80.814613,1549.3574432243502
-9.675508231246097,10.0,154.4133708970593,9.57746901555982,0.0,0.0,9.901960784313726,8.004045340727231,10.06,10.05746,925.4696241012525
-9.694091550763831,10.0,154.4133708970593,9.547032727234416,0.0,0.0,9.852941176470587,9.972761016403425,10.03,1.999705,848.339736208009
-9.530508553025907,10.0,154.4133708970593,9.432469337339633,0.0,0.0,9.901960784313726,7.666840276839027,10.05,1.999705,849.5607705206703
-9.370185169808458,10.0,154.4133708970593,9.272145954122184,0.0,0.0,9.901960784313726,8.84134573930621,9.06,9.058277,925.5760141807593
-5.147592820473772,10.0,154.4133708970593,5.049553604787498,0.0,0.0,9.901960784313726,10.0,4.64,5.999116,932.888252518696
-7.362052122141203,10.0,154.4133708970593,7.26401290645493,0.0,0.0,9.901960784313726,7.615209072307975,4.62,5.999116,936.0452006293838
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,10.0,5.71,5.708469,925.9052615588265
-7.974605224019445,10.0,154.4133708970593,7.876566008333171,0.0,0.0,9.901960784313726,10.0,17.2,17.196394,924.7655479755259
-4.223416721650196,10.0,154.4133708970593,4.125377505963922,0.0,0.0,9.901960784313726,10.0,22.71,22.703955,924.2288168870971
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,10.0,25.01,25.003683,923.9657139117676
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,10.0,14.29,14.285906,925.0387063627481
-9.452741108574244,10.0,154.4133708970593,9.305682285044831,0.0,0.0,9.852941176470587,9.288023030976932,10.03,10.027993,924.9865488780099
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,9.887030135528605,4.45,2.599751,907.7228578333363
-10.0,10.0,154.4133708970593,9.901960784313726,0.0,0.0,9.901960784313726,9.582449292634589,4.19,2.599751,910.3228578333363
-9.209478858337366,10.0,154.4133708970593,9.111439642651092,0.0,0.0,9.901960784313726,10.0,3.41,4.998059,940.6154153843345
-10.0,10.0,154.4133708970593,9.950980392156865,0.0,0.0,9.950980392156865,8.573952917948102,3.34,4.998059,942.815812490199
-6.852805154343377,10.0,154.4133708970593,6.754765938657101,0.0,0.0,9.901960784313726,10.0,3.32,4.998059,937.4896309625344
