p_DA,p_H,p_IM,p_IM_abs,xi,h_H,E_RE,z_on,z_sb,z_off,z_su,lambda_DA_RE,lambda_IM
-5.789555244710366,10.0,-2.445738872936693,9.205334031719035,0.0,154.41337089705934,1.7647058823529411,1.0,0.0,0.0,0.0,51.92,47.121681
-1.6333360732779236,10.0,-5.474507063976978,9.205334031719035,0.0,154.41337089705934,2.8921568627450975,1.0,0.0,0.0,0.0,53.22,47.121681
-3.622024307170516,10.0,-4.270132555574582,9.205334031719035,0.0,154.41337089705934,2.107843137254902,1.0,0.0,0.0,0.0,55.26,47.998768
-10.0,9.67480731963054,1.354604445075342,9.205334031719035,0.0,149.6432587875095,1.029411764705882,1.0,0.0,0.0,0.0,55.87,49.999329
-1.404793853488842,9.160225659022968,-7.020137687887068,9.205334031719035,0.0,142.09508086472334,0.735294117647058,1.0,0.0,0.0,0.0,60.16,60.158813
-5.470391050824167,10.0,-3.843334439371908,9.205334031719035,0.0,154.41337089705925,0.6862745098039209,1.0,0.0,0.0,0.0,58.01,58.009613
-9.601740315696505,10.0,0.1409560019710132,9.205334031719035,0.0,154.41337089705934,0.539215686274509,1.0,0.0,0.0,0.0,52.75,47.627846
-7.208099532842601,4.657950773111305,2.697207583260706,9.205334031719035,0.0,76.05313942431573,0.147058823529411,1.0,0.0,0.0,0.0,51.9,46.614174
-3.6060853534168906,10.0,-6.295875430896835,9.205334031719035,0.0,154.41337089705934,0.09803921568627401,1.0,0.0,0.0,0.0,51.13,45.094337
-3.029365328422578,10.0,-6.970634671577422,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,50.21,44.588169
-1.4802552105070763,10.0,-8.470725181649787,9.205334031719035,0.0,154.41337089705934,0.049019607843137004,1.0,0.0,0.0,0.0,50.29,43.753933
-2.1753306363419265,10.0,-7.7756497558149364,9.205334031719035,0.0,154.41337089705937,0.049019607843137004,1.0,0.0,0.0,0.0,49.03,43.24509
-1.2437761154757379,10.0,-8.756223884524262,9.205334031719035,0.0,154.4133708970593,0.0,1.0,0.0,0.0,0.0,48.81,42.396122
-6.139500505237051,10.0,-3.8604994947629487,9.205334031719035,0.0,154.4133708970595,0.0,1.0,0.0,0.0,0.0,48.66,40.996799
-2.0603990389957545,10.0,-7.9396009610042455,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,47.82,40.996799
-2.8547704483591527,10.0,-7.145229551640847,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,48.72,40.996799
-1.2476225885354761,10.0,-8.752377411464524,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,49.38,40.996799
-9.847038762662967,10.0,-0.15296123733703304,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,49.65,43.24509
-4.977859174611161,10.0,-5.022140825388839,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,50.44,43.753933
-8.12815856082122,10.0,-1.8718414391787803,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,53.4,44.896156
-9.977539278447741,10.0,-0.02246072155225856,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,52.35,47.99609
-9.907824072864932,10.0,-0.09217592713506878,9.205334031719035,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,52.77,97.639229
-9.294131687872522,10.0,-0.7058683121274786,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,52.86,93.73452
-7.374639184760088,10.0,-2.4292823838673625,9.205334031719035,0.0,154.41337089705934,0.19607843137254902,1.0,0.0,0.0,0.0,52.44,73.648552
-7.177705743652574,10.0,-2.773274648504289,9.205334031719035,0.0,154.41337089705934,0.049019607843137004,1.0,0.0,0.0,0.0,51.52,46.370464
-2.199222527105876,10.0,-7.800777472894124,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,51.57,46.995808
-0.957319968314529,10.0,-9.042680031685471,9.205334031719035,0.0,154.41337089705934,0.0,1.0,0.0,0.0,0.0,53.4,48.841038
-4.328094383905697,8.845109058961386,-4.271916635840003,9.205334031719035,0.0,137.47277046042348,0.245098039215686,1.0,0.0,0.0,0.0,61.91,61.903614
2.810552088676305,9.0163422751269,-11.189639461842422,11.189639461842422,1.9843054301233867,139.98451714875696,0.637254901960784,1.0,0.0,0.0,0.0,61.36,61.354599
-0.562158423452491,10.0,-8.408429811841623,9.205334031719035,0.0,154.41337089705925,1.029411764705882,1.0,0.0,0.0,0.0,58.57,93.73452
-6.842712828734598,10.0,-2.078855798716383,9.205334031719035,0.0,154.41337089705934,1.0784313725490189,1.0,0.0,0.0,0.0,51.95,93.597931
-8.745220153294696,4.70076200067565,4.632693446736693,9.205334031719035,0.0,76.681118980305,0.588235294117647,1.0,0.0,0.0,0.0,51.57,71.287781
-2.7873411117854183,10.0,-6.1832471235087,9.205334031719035,0.0,154.41337089705934,1.029411764705882,1.0,0.0,0.0,0.0,50.71,47.314507
-1.6590882573795793,10.0,-6.674245075953754,9.205334031719035,0.0,154.4133708970593,1.666666666666666,1.0,0.0,0.0,0.0,50.23,47.314507
0.07120223668366676,10.0,-8.306496354330726,9.205334031719035,0.0,154.41337089705934,1.7647058823529411,1.0,0.0,0.0,0.0,48.62,48.618679
-0.4515287133790107,10.0,-9.20533403171903,9.205334031719035,0.0,154.41337089705934,0.34313725490196,1.0,0.0,0.0,0.0,47.98,47.978573
0.08768697289549898,10.0,-9.20533403171903,9.205334031719035,0.0,154.41337089705934,0.8823529411764699,1.0,0.0,0.0,0.0,47.84,43.998661
-1.9941343311358886,10.0,-5.603904884550387,9.205334031719035,0.0,154.41337089705934,2.401960784313725,1.0,0.0,0.0,0.0,46.96,43.998661
-0.32969662838453573,10.0,-7.464421018674145,9.205334031719035,0.0,154.41337089705925,2.205882352941176,1.0,0.0,0.0,0.0,48.09,43.998661
0.608449187801851,10.0,-8.745704089762636,9.205334031719035,0.0,154.41337089705934,1.8627450980392148,1.0,0.0,0.0,0.0,49.87,45.498493
0.8843166819390209,10.0,-9.315689230958629,9.315689230958634,0.11035519923959858,154.41337089705937,1.5686274509803921,1.0,0.0,0.0,0.0,53.51,53.507866
-9.527532916793337,10.0,0.9000819364011797,9.205334031719035,0.0,154.41337089705934,1.372549019607843,1.0,0.0,0.0,0.0,66.97,49.861401
-1.8395878887245214,10.0,-6.150608189706846,9.205334031719035,0.0,154.41337089705925,2.009803921568627,1.0,0.0,0.0,0.0,72.85,133.91362
-5.17119699788103,9.463462527027163,-2.5765792546363286,9.205334031719035,0.0,146.54313256897873,1.715686274509804,1.0,0.0,0.0,0.0,73.13,93.73954
-6.139881172957693,6.6266511252144245,1.5230339693118964,9.205334031719035,0.0,104.93116146027523,2.009803921568627,1.0,0.0,0.0,0.0,72.32,93.73954
-9.1615503636862,5.908074965637338,5.508377358833176,9.205334031719035,0.0,94.39067562726649,2.254901960784313,1.0,0.0,0.0,0.0,69.52,69.517242
-9.925528087265256,5.10153144768471,7.7651731101687815,9.205334031719035,0.0,82.55983430115273,2.9411764705882346,1.0,0.0,0.0,0.0,67.13,51.388016
-3.6093206398302016,7.741211846964532,-0.40640101105589954,9.205334031719035,0.0,121.28017518840842,3.725490196078431,1.0,0.0,0.0,0.0,65.15,51.388016
-2.844135292547355,5.2197968438871145,-0.07173998271230886,9.205334031719035,0.0,84.2946187308787,2.30392156862745,1.0,0.0,0.0,0.0,60.98,49.39806
-1.2976380314258158,10.0,-6.10432275288791,9.205334031719035,0.0,154.41337089705934,2.598039215686274,1.0,0.0,0.0,0.0,53.25,49.861401
4.548471286620991,10.0,-9.20533403171903,9.205334031719035,0.0,154.41337089705934,5.3431372549019605,1.0,0.0,0.0,0.0,53.26,53.25745
9.536016294866554,10.0,-10.222290804670475,10.222290804670477,1.016956772951442,154.41337089705934,9.313725490196079,1.0,0.0,0.0,0.0,53.0,52.997658
-5.699092481835432,10.0,5.699092481835432,9.205334031719035,0.0,154.4133708970593,10.0,1.0,0.0,0.0,0.0,51.32,51.318378
4.735040754733578,10.0,-4.735040754733578,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.89,50.888515
-0.24540048353447824,10.0,0.19638087569134294,9.205334031719035,0.0,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,50.6,50.597923
1.9475557207827343,10.0,-1.9475557207827343,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.03,50.027451
-6.672719247830896,10.0,6.623699639987763,9.205334031719035,0.0,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,21.15,21.148979
-9.313672683327864,10.0,9.205334031719035,9.205334031719035,0.0,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,14.38,14.379645
-6.707921171562516,10.0,6.707921171562518,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,17.94,17.941952
0.14722161903561481,10.0,-0.14722161903561926,0.14722161903561926,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,20.91,0.0
-0.6276062951227122,10.0,0.6276062951227122,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,7.78,7.780293
3.6070695760722415,10.0,-3.6070695760722415,9.205334031719035,0.0,154.41337089705925,10.0,1.0,0.0,0.0,0.0,14.33,14.331061
3.304842582320843,10.0,-3.304842582320843,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,18.56,18.562073
-4.130567129160049,10.0,4.130567129160049,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,18.57,50.840443
4.641517781914407,10.0,-4.641517781914407,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,35.81,35.814259
-8.947918214534464,10.0,8.947918214534464,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.87,43.875816
1.2640080877968813,10.0,-1.2640080877968813,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,46.93,46.936234
5.56475979326847,10.0,-5.613779401111605,9.205334031719035,0.0,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,43.88,53.574059
-9.190099604240578,10.0,9.190099604240578,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.85,53.961132
-9.368986360094128,10.0,9.368986360094123,9.368986360094123,0.16365232837508792,154.41337089705934,10.0,1.0,0.0,0.0,0.0,46.74,53.961132
-9.205334031719037,10.0,9.205334031719035,9.205334031719035,0.0,154.41337089705928,10.0,1.0,0.0,0.0,0.0,43.94,43.945461
8.44175802009639,10.0,-8.44175802009639,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.21,43.215515
5.637712594735408,10.0,-5.882810633951095,9.205334031719035,0.0,154.41337089705934,9.754901960784313,1.0,0.0,0.0,0.0,43.81,43.815544
9.336316798133632,10.0,-9.385336405976767,9.385336405976771,0.1800023742577359,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,45.6,3.348379
7.20892349578682,10.0,-7.20892349578682,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,35.21,6.696757
7.012334181588245,10.0,-7.06135378943138,9.205334031719035,0.0,154.41337089705942,9.950980392156865,1.0,0.0,0.0,0.0,45.64,52.943226
-5.187334218064851,10.0,5.089295002378577,9.205334031719035,0.0,154.41337089705934,9.901960784313726,1.0,0.0,0.0,0.0,45.63,52.943226
-6.543666907747917,10.0,6.543666907747916,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,37.94,37.945168
-9.130504658852312,10.0,9.130504658852312,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,39.53,51.818169
-7.046255663329126,10.0,7.046255663329125,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,35.97,51.806114
-6.934327476309441,10.0,6.934327476309443,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,29.72,51.806114
-9.07737894881924,10.0,9.07737894881924,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,22.55,50.398457
-9.37743525361628,10.0,9.205334031719035,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,20.04,20.039913
-7.562167990493902,10.0,7.562167990493901,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,7.24,7.240728
-9.175322865052554,10.0,9.175322865052554,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,3.43,3.430171
-1.7670611073823714,10.0,1.7670611073823714,9.205334031719035,0.0,154.41337089705925,10.0,1.0,0.0,0.0,0.0,10.04,10.040048
0.4297584828287633,10.0,-0.4297584828287633,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,14.2,14.200185
-6.870529046384017,10.0,6.870529046384018,9.205334031719035,0.0,154.41337089705925,10.0,1.0,0.0,0.0,0.0,25.41,25.410856
-0.5503446730879897,10.0,0.5503446730879897,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,36.98,36.980484
-9.029091291552914,10.0,9.029091291552914,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.89,43.890385
0.2912867995151309,10.0,-0.2912867995151309,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.98,50.981102
6.522147766863207,10.0,-6.522147766863207,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.3,47.068752
-9.24807256810077,10.0,9.24807256810077,9.24807256810077,0.042738536381735415,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.21,47.068752
-9.167840775592715,10.0,9.167840775592715,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,45.8,45.80035
-9.353499651125949,10.0,9.353499651125949,9.353499651125949,0.14816561940691386,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.64,43.639919
4.825586152717487,10.0,-4.825586152717487,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,43.49,43.491245
5.022920986020276,10.0,-5.022920986020276,9.205334031719035,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,45.05,93.757118
8.744498890179267,10.0,-8.793518498022403,9.205334031719035,0.0,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,49.95,47.580399
4.311914657874775,10.0,-4.36093426571791,9.205334031719035,0.0,154.41337089705934,9.950980392156865,1.0,0.0,0.0,0.0,53.82,53.820602
-2.0360894609418168,9.68835100470559,2.151660024863679,9.205334031719035,0.0,149.8419253015006,9.803921568627452,1.0,0.0,0.0,0.0,55.94,55.940853
